"birthsite","year_birth","year","animal_id","year_cap","age","weight","weightkg","points_total","mass_total","bcsin","bcscm","annual.cy","rain.site.cy","annual.by","rain.site.by"
"ey",2010,2020,"90-2010-0-109",2020,10,198,90,8,26.625,133.625,339,20.8,"ey_2",34.6,"ey_3"
"ey",2010,2013,"90-2010-0-103",2013,3,173,79,10,28.125,128.375,326,27.6,"ey_2",34.6,"ey_3"
"ey",2010,2021,"90-2010-0-113",2021,11,204,93,10,40.375,155,394,19.53,"ey_2",34.6,"ey_3"
"ey",2010,2015,"90-2010-0-109",2015,5,193,88,10,30.625,149,378,41.8,"ey_3",34.6,"ey_3"
"ey",2010,2012,"90-2010-0-113",2012,2,149,68,12,27.375,133.25,338,19.1,"ey_1",34.6,"ey_3"
"ey",2010,2011,"90-2010-0-113",2011,1,107,49,5,16.625,62.375,158,15.3,"ey_1",34.6,"ey_3"
"ey",2010,2012,"90-2010-0-112",2012,2,152,69,8,21.25,99.25,252,19.1,"ey_1",34.6,"ey_3"
"ey",2010,2014,"90-2010-0-115",2014,4,160,73,8,26,105.375,268,21.1,"ey_2",34.6,"ey_3"
"ey",2010,2012,"90-2010-0-101",2012,2,141,64,8,20.875,94.875,241,19.1,"ey_1",34.6,"ey_3"
"ey",2010,2014,"90-2010-0-107",2014,4,209,95,10,31.875,137.125,348,21.1,"ey_2",34.6,"ey_3"
"ey",2010,2020,"90-2010-0-113",2020,10,223,101,12,37.375,185.75,472,20.8,"ey_2",34.6,"ey_3"
"ey",2010,2012,"90-2010-0-114",2012,2,157,71,10,23.125,107.25,272,19.1,"ey_1",34.6,"ey_3"
"ey",2010,2011,"90-2010-0-111",2011,1,102,46,8,17.75,70.125,178,15.3,"ey_1",34.6,"ey_3"
"ey",2010,2019,"90-2010-0-109",2019,9,212,96,9,28.875,137.625,350,17.2,"ey_1",34.6,"ey_3"
"ey",2010,2014,"90-2010-0-113",2014,4,210,95,13,35.25,175.625,446,21.1,"ey_2",34.6,"ey_3"
"ey",2010,2012,"90-2010-0-107",2012,2,151,69,8,21.875,92.5,235,19.1,"ey_1",34.6,"ey_3"
"ey",2010,2019,"90-2010-0-101",2019,9,196,89,11,32.875,151.875,386,17.2,"ey_1",34.6,"ey_3"
"ey",2010,2016,"90-2010-0-102",2016,6,183,83,10,30.5,140.75,358,33.1,"ey_3",34.6,"ey_3"
"ey",2010,2016,"90-2010-0-108",2016,6,216,98,21,38.875,203.25,516,33.1,"ey_3",34.6,"ey_3"
"ey",2010,2013,"90-2010-0-111",2013,3,195,89,13,32.5,148.625,378,27.6,"ey_2",34.6,"ey_3"
"ey",2010,2014,"90-2010-0-112",2014,4,198,90,10,27.75,147.875,376,21.1,"ey_2",34.6,"ey_3"
"ey",2010,2018,"90-2010-0-106",2018,8,197,90,14,33.875,157.75,401,36.2,"ey_3",34.6,"ey_3"
"ey",2010,2020,"90-2010-0-101",2020,10,183,83,12,31.125,162.625,413,20.8,"ey_2",34.6,"ey_3"
"ey",2010,2021,"90-2010-0-106",2021,11,177,80,13,31.75,138.375,351,19.53,"ey_2",34.6,"ey_3"
"ey",2010,2019,"90-2010-0-102",2019,9,188,85,9,28.625,134.375,341,17.2,"ey_1",34.6,"ey_3"
"ey",2010,2012,"90-2010-0-102",2012,2,138,63,10,21.875,96.25,244,19.1,"ey_1",34.6,"ey_3"
"ey",2010,2017,"90-2010-0-110",2017,7,202,92,15,37.75,208.125,529,23.5,"ey_2",34.6,"ey_3"
"ey",2010,2016,"90-2010-0-107",2016,6,221,100,11,34.75,156.625,398,33.1,"ey_3",34.6,"ey_3"
"ey",2010,2013,"90-2010-0-110",2013,3,205,93,15,30.875,175.5,446,27.6,"ey_2",34.6,"ey_3"
"ey",2010,2016,"90-2010-0-112",2016,6,193,88,9,29.75,143.25,364,33.1,"ey_3",34.6,"ey_3"
"ey",2010,2011,"90-2010-0-103",2011,1,104,47,6,16.25,60.375,153,15.3,"ey_1",34.6,"ey_3"
"ey",2010,2015,"90-2010-0-110",2015,5,227,103,15,37.25,205.625,522,41.8,"ey_3",34.6,"ey_3"
"ey",2010,2013,"90-2010-0-114",2013,3,185,84,10,25.875,132,335,27.6,"ey_2",34.6,"ey_3"
"ey",2010,2014,"90-2010-0-106",2014,4,177,80,12,28.25,126.5,321,21.1,"ey_2",34.6,"ey_3"
"ey",2010,2018,"90-2010-0-101",2018,8,187,85,12,31.75,155.625,395,36.2,"ey_3",34.6,"ey_3"
"ey",2010,2012,"90-2010-0-108",2012,2,170,77,9,27.5,124.125,315,19.1,"ey_1",34.6,"ey_3"
"ey",2010,2018,"90-2010-0-109",2018,8,196,89,8,30.5,141.125,358,36.2,"ey_3",34.6,"ey_3"
"ey",2010,2018,"90-2010-0-108",2018,8,232,105,14,35.875,171.75,436,36.2,"ey_3",34.6,"ey_3"
"ey",2010,2021,"90-2010-0-109",2021,11,192,87,6,28.125,123,312,19.53,"ey_2",34.6,"ey_3"
"ey",2010,2013,"90-2010-0-113",2013,3,188,85,12,31.125,152.125,386,27.6,"ey_2",34.6,"ey_3"
"ey",2010,2013,"90-2010-0-101",2013,3,167,76,10,26.875,126.75,322,27.6,"ey_2",34.6,"ey_3"
"ey",2010,2013,"90-2010-0-109",2013,3,185,84,8,26.25,111.75,284,27.6,"ey_2",34.6,"ey_3"
"ey",2010,2011,"90-2010-0-101",2011,1,97,44,4,11.375,36.5,93,15.3,"ey_1",34.6,"ey_3"
"ey",2010,2011,"90-2010-0-108",2011,1,129,59,8,18.75,74.5,189,15.3,"ey_1",34.6,"ey_3"
"ey",2010,2012,"90-2010-0-115",2012,2,163,74,8,21.25,77.875,198,19.1,"ey_1",34.6,"ey_3"
"ey",2010,2015,"90-2010-0-106",2015,5,166,75,12,33.25,144,366,41.8,"ey_3",34.6,"ey_3"
"ey",2010,2015,"90-2010-0-101",2015,5,212,96,10,31.25,152.875,388,41.8,"ey_3",34.6,"ey_3"
"ey",2010,2016,"90-2010-0-110",2016,6,226,103,16,37.75,207.875,528,33.1,"ey_3",34.6,"ey_3"
"ey",2010,2020,"90-2010-0-106",2020,10,200,91,12,32.875,148.625,378,20.8,"ey_2",34.6,"ey_3"
"ey",2010,2013,"90-2010-0-104",2013,3,204,93,10,27.625,127.75,324,27.6,"ey_2",34.6,"ey_3"
"ey",2010,2016,"90-2010-0-111",2016,6,197,90,12,41.125,172.5,438,33.1,"ey_3",34.6,"ey_3"
"ey",2010,2011,"90-2010-0-110",2011,1,123,56,8,18.25,81,206,15.3,"ey_1",34.6,"ey_3"
"ey",2010,2017,"90-2010-0-109",2017,7,191,87,8,29.75,139.25,354,23.5,"ey_2",34.6,"ey_3"
"ey",2010,2015,"90-2010-0-114",2015,5,202,92,10,32.25,160,406,41.8,"ey_3",34.6,"ey_3"
"ey",2010,2017,"90-2010-0-102",2017,7,143,65,10,27.875,139.125,353,23.5,"ey_2",34.6,"ey_3"
"ey",2010,2018,"90-2010-0-113",2018,8,197,90,14,41.625,200.375,509,36.2,"ey_3",34.6,"ey_3"
"ey",2010,2013,"90-2010-0-105",2013,3,167,76,9,23,108,274,27.6,"ey_2",34.6,"ey_3"
"ey",2010,2015,"90-2010-0-113",2015,5,213,97,11,37.875,182.75,464,41.8,"ey_3",34.6,"ey_3"
"ey",2010,2012,"90-2010-0-111",2012,2,NA,NA,11,27,117.25,298,19.1,"ey_1",34.6,"ey_3"
"ey",2010,2017,"90-2010-0-107",2017,7,180,82,12,34,159.875,406,23.5,"ey_2",34.6,"ey_3"
"ey",2010,2013,"90-2010-0-102",2013,3,167,76,10,25.125,117.25,298,27.6,"ey_2",34.6,"ey_3"
"ey",2010,2015,"90-2010-0-108",2015,5,211,96,24,39.625,227.5,578,41.8,"ey_3",34.6,"ey_3"
"ey",2010,2011,"90-2010-0-114",2011,1,107,49,8,16.75,61.625,157,15.3,"ey_1",34.6,"ey_3"
"ey",2010,2017,"90-2010-0-114",2017,7,199,90,11,32.75,159,404,23.5,"ey_2",34.6,"ey_3"
"ey",2010,2018,"90-2010-0-102",2018,8,146,66,10,29.375,144.875,368,36.2,"ey_3",34.6,"ey_3"
"ey",2010,2017,"90-2010-0-111",2017,7,183,83,13,40.375,182.375,463,23.5,"ey_2",34.6,"ey_3"
"ey",2010,2012,"90-2010-0-109",2012,2,152,69,8,20.375,93.5,237,19.1,"ey_1",34.6,"ey_3"
"ey",2010,2012,"90-2010-0-104",2012,2,167,76,8,23.5,104.625,266,19.1,"ey_1",34.6,"ey_3"
"ey",2010,2017,"90-2010-0-108",2017,7,208,95,18,35,186,472,23.5,"ey_2",34.6,"ey_3"
"ey",2010,2016,"90-2010-0-113",2016,6,226,103,19,43.5,215.875,548,33.1,"ey_3",34.6,"ey_3"
"ey",2010,2016,"90-2010-0-101",2016,6,190,86,12,32.125,150.125,381,33.1,"ey_3",34.6,"ey_3"
"ey",2010,2019,"90-2010-0-106",2019,9,192,87,12,32.625,151,384,17.2,"ey_1",34.6,"ey_3"
"ey",2010,2012,"90-2010-0-110",2012,2,167,76,13,27.625,142.5,362,19.1,"ey_1",34.6,"ey_3"
"ey",2010,2015,"90-2010-0-111",2015,5,215,98,13,39.25,170.5,433,41.8,"ey_3",34.6,"ey_3"
"ey",2010,2014,"90-2010-0-114",2014,4,208,95,11,29.125,149.375,379,21.1,"ey_2",34.6,"ey_3"
"ey",2010,2020,"90-2010-0-102",2020,10,188,85,9,31.125,133.875,340,20.8,"ey_2",34.6,"ey_3"
"ey",2010,2017,"90-2010-0-113",2017,7,216,98,12,40.875,193.625,492,23.5,"ey_2",34.6,"ey_3"
"ey",2010,2020,"90-2010-0-108",2020,10,203,92,17,35.375,174.375,443,20.8,"ey_2",34.6,"ey_3"
"ey",2010,2016,"90-2010-0-106",2016,6,171,78,12,31.375,149.25,379,33.1,"ey_3",34.6,"ey_3"
"ey",2010,2016,"90-2010-0-109",2016,6,232,105,9,30.125,142.25,361,33.1,"ey_3",34.6,"ey_3"
"ey",2010,2016,"90-2010-0-114",2016,6,210,95,11,33.375,165,419,33.1,"ey_3",34.6,"ey_3"
"ey",2010,2017,"90-2010-0-106",2017,7,143,65,12,32.5,155.5,395,23.5,"ey_2",34.6,"ey_3"
"ey",2010,2014,"90-2010-0-110",2014,4,229,104,16,34.875,193.875,492,21.1,"ey_2",34.6,"ey_3"
"ey",2010,2014,"90-2010-0-102",2014,4,169,77,10,28.125,136.375,346,21.1,"ey_2",34.6,"ey_3"
"ey",2010,2018,"90-2010-0-112",2018,8,202,92,9,28.625,143.625,365,36.2,"ey_3",34.6,"ey_3"
"ey",2010,2012,"90-2010-0-106",2012,2,124,56,9,21,85.875,218,19.1,"ey_1",34.6,"ey_3"
"ey",2010,2015,"90-2010-0-115",2015,5,186,85,11,27.75,122,310,41.8,"ey_3",34.6,"ey_3"
"ey",2010,2019,"90-2010-0-112",2019,9,196,89,9,29,149.125,379,17.2,"ey_1",34.6,"ey_3"
"ey",2010,2014,"90-2010-0-103",2014,4,184,84,10,30.5,139.25,354,21.1,"ey_2",34.6,"ey_3"
"ey",2010,2016,"90-2010-0-115",2016,6,183,83,14,28.625,123.625,314,33.1,"ey_3",34.6,"ey_3"
"ey",2010,2014,"90-2010-0-108",2014,4,218,99,18,36.75,193.5,491,21.1,"ey_2",34.6,"ey_3"
"ey",2010,2014,"90-2010-0-109",2014,4,196,89,8,27.5,131.625,334,21.1,"ey_2",34.6,"ey_3"
"ey",2010,2017,"90-2010-0-101",2017,7,171,78,11,33.625,156.75,398,23.5,"ey_2",34.6,"ey_3"
"ey",2010,2013,"90-2010-0-115",2013,3,176,80,8,23.625,96.25,244,27.6,"ey_2",34.6,"ey_3"
"ey",2010,2012,"90-2010-0-103",2012,2,143,65,8,22.375,105,267,19.1,"ey_1",34.6,"ey_3"
"ey",2010,2015,"90-2010-0-102",2015,5,176,80,10,30.125,146.375,372,41.8,"ey_3",34.6,"ey_3"
"ey",2010,2019,"90-2010-0-113",2019,9,222,101,15,41.875,208.625,530,17.2,"ey_1",34.6,"ey_3"
"ey",2011,2015,"90-2011-0-368",2015,4,172,78,13,32.875,162.875,414,41.8,"ey_3",15.3,"ey_1"
"ey",2011,2013,"90-2011-0-368",2013,2,144,65,9,21.375,96.75,246,27.6,"ey_2",15.3,"ey_1"
"ey",2011,2012,"90-2011-0-354",2012,1,103,47,2,11,16.5,42,19.1,"ey_1",15.3,"ey_1"
"ey",2011,2012,"90-2011-0-357",2012,1,85,39,2,13,33,84,19.1,"ey_1",15.3,"ey_1"
"ey",2011,2016,"90-2011-0-362",2016,5,214,97,8,27,119.625,304,33.1,"ey_3",15.3,"ey_1"
"ey",2011,2018,"90-2011-0-352",2018,7,164,75,8,26.5,138.125,351,36.2,"ey_3",15.3,"ey_1"
"ey",2011,2019,"90-2011-0-354",2019,8,223,101,10,35.125,147.375,374,17.2,"ey_1",15.3,"ey_1"
"ey",2011,2015,"90-2011-0-357",2015,4,129,59,7,18.625,82,208,41.8,"ey_3",15.3,"ey_1"
"ey",2011,2014,"90-2011-0-354",2014,3,173,79,10,25.375,112.75,286,21.1,"ey_2",15.3,"ey_1"
"ey",2011,2019,"90-2011-0-351",2019,8,231,105,7,31.125,127.75,324,17.2,"ey_1",15.3,"ey_1"
"ey",2011,2013,"90-2011-0-362",2013,2,173,79,5,18,72.25,184,27.6,"ey_2",15.3,"ey_1"
"ey",2011,2019,"90-2011-0-352",2019,8,173,79,9,26.5,138.125,351,17.2,"ey_1",15.3,"ey_1"
"ey",2011,2014,"90-2011-0-367",2014,3,183,83,8,23,108.625,276,21.1,"ey_2",15.3,"ey_1"
"ey",2011,2016,"90-2011-0-355",2016,5,197,90,10,31.75,131.5,334,33.1,"ey_3",15.3,"ey_1"
"ey",2011,2016,"90-2011-0-357",2016,5,128,58,7,20.75,84,213,33.1,"ey_3",15.3,"ey_1"
"ey",2011,2014,"90-2011-0-365",2014,3,145,66,8,24.375,107.625,273,21.1,"ey_2",15.3,"ey_1"
"ey",2011,2017,"90-2011-0-367",2017,6,200,91,8,28.375,128.125,325,23.5,"ey_2",15.3,"ey_1"
"ey",2011,2013,"90-2011-0-359",2013,2,137,62,8,20.125,103.125,262,27.6,"ey_2",15.3,"ey_1"
"ey",2011,2016,"90-2011-0-359",2016,5,180,82,9,31,160,406,33.1,"ey_3",15.3,"ey_1"
"ey",2011,2016,"90-2011-0-368",2016,5,186,85,13,34.375,170,432,33.1,"ey_3",15.3,"ey_1"
"ey",2011,2014,"90-2011-0-355",2014,3,177,80,8,24.25,98.625,251,21.1,"ey_2",15.3,"ey_1"
"ey",2011,2012,"90-2011-0-365",2012,1,102,46,4,14,44.25,112,19.1,"ey_1",15.3,"ey_1"
"ey",2011,2012,"90-2011-0-363",2012,1,119,54,2,14.5,42,107,19.1,"ey_1",15.3,"ey_1"
"ey",2011,2016,"90-2011-0-360",2016,5,181,82,12,35.625,171.125,435,33.1,"ey_3",15.3,"ey_1"
"ey",2011,2021,"90-2011-0-368",2021,10,172,78,16,35.215,183.375,466,19.53,"ey_2",15.3,"ey_1"
"ey",2011,2013,"90-2011-0-370",2013,2,168,76,8,21,84.5,215,27.6,"ey_2",15.3,"ey_1"
"ey",2011,2016,"90-2011-0-352",2016,5,160,73,8,25.5,130.25,331,33.1,"ey_3",15.3,"ey_1"
"ey",2011,2020,"90-2011-0-351",2020,9,211,96,8,27.5,121.375,308,20.8,"ey_2",15.3,"ey_1"
"ey",2011,2019,"90-2011-0-362",2019,8,237,108,8,28.375,120.5,306,17.2,"ey_1",15.3,"ey_1"
"ey",2011,2014,"90-2011-0-363",2014,3,185,84,8,22.75,95.25,242,21.1,"ey_2",15.3,"ey_1"
"ey",2011,2015,"90-2011-0-355",2015,4,191,87,10,28.75,122.75,312,41.8,"ey_3",15.3,"ey_1"
"ey",2011,2014,"90-2011-0-362",2014,3,192,87,8,22.625,99.875,254,21.1,"ey_2",15.3,"ey_1"
"ey",2011,2021,"90-2011-0-362",2021,10,223,101,8,26.875,118.375,301,19.53,"ey_2",15.3,"ey_1"
"ey",2011,2014,"90-2011-0-370",2014,3,207,94,9,26.75,110.5,281,21.1,"ey_2",15.3,"ey_1"
"ey",2011,2013,"90-2011-0-351",2013,2,156,71,8,21,91.625,233,27.6,"ey_2",15.3,"ey_1"
"ey",2011,2018,"90-2011-0-356",2018,7,170,77,9,33.25,157.5,400,36.2,"ey_3",15.3,"ey_1"
"ey",2011,2017,"90-2011-0-351",2017,6,197,90,10,28.875,135.25,344,23.5,"ey_2",15.3,"ey_1"
"ey",2011,2014,"90-2011-0-357",2014,3,139,63,6,17.375,72,183,21.1,"ey_2",15.3,"ey_1"
"ey",2011,2019,"90-2011-0-360",2019,8,190,86,11,34.625,164,417,17.2,"ey_1",15.3,"ey_1"
"ey",2011,2017,"90-2011-0-370",2017,6,195,89,8,30.125,122.75,312,23.5,"ey_2",15.3,"ey_1"
"ey",2011,2018,"90-2011-0-370",2018,7,201,91,8,28.75,117.875,299,36.2,"ey_3",15.3,"ey_1"
"ey",2011,2012,"90-2011-0-352",2012,1,99,45,6,14.75,59.125,150,19.1,"ey_1",15.3,"ey_1"
"ey",2011,2015,"90-2011-0-354",2015,4,185,84,10,29.375,137.125,348,41.8,"ey_3",15.3,"ey_1"
"ey",2011,2016,"90-2011-0-363",2016,5,207,94,8,27,124.5,316,33.1,"ey_3",15.3,"ey_1"
"ey",2011,2014,"90-2011-0-368",2014,3,159,72,11,28.125,136.125,346,21.1,"ey_2",15.3,"ey_1"
"ey",2011,2017,"90-2011-0-357",2017,6,142,65,8,21.25,91.75,233,23.5,"ey_2",15.3,"ey_1"
"ey",2011,2018,"90-2011-0-368",2018,7,220,100,15,35.625,187.625,477,36.2,"ey_3",15.3,"ey_1"
"ey",2011,2020,"90-2011-0-367",2020,9,222,101,8,28.125,129.625,329,20.8,"ey_2",15.3,"ey_1"
"ey",2011,2015,"90-2011-0-370",2015,4,196,89,8,28.75,121.625,309,41.8,"ey_3",15.3,"ey_1"
"ey",2011,2013,"90-2011-0-360",2013,2,143,65,9,21.625,101.5,258,27.6,"ey_2",15.3,"ey_1"
"ey",2011,2015,"90-2011-0-351",2015,4,185,84,9,27.375,129.875,330,41.8,"ey_3",15.3,"ey_1"
"ey",2011,2018,"90-2011-0-354",2018,7,252,115,11,36,148.25,377,36.2,"ey_3",15.3,"ey_1"
"ey",2011,2017,"90-2011-0-354",2017,6,192,87,11,34.125,152.5,387,23.5,"ey_2",15.3,"ey_1"
"ey",2011,2014,"90-2011-0-359",2014,3,171,78,9,26,139,353,21.1,"ey_2",15.3,"ey_1"
"ey",2011,2013,"90-2011-0-365",2013,2,132,60,6,19.625,83,211,27.6,"ey_2",15.3,"ey_1"
"ey",2011,2018,"90-2011-0-367",2018,7,193,88,8,28.625,128.125,325,36.2,"ey_3",15.3,"ey_1"
"ey",2011,2014,"90-2011-0-360",2014,3,169,77,9,28.625,134.75,342,21.1,"ey_2",15.3,"ey_1"
"ey",2011,2017,"90-2011-0-352",2017,6,149,68,8,26.125,139.5,354,23.5,"ey_2",15.3,"ey_1"
"ey",2011,2015,"90-2011-0-360",2015,4,175,80,14,30.75,154,391,41.8,"ey_3",15.3,"ey_1"
"ey",2011,2017,"90-2011-0-368",2017,6,170,77,14,33.625,171.25,435,23.5,"ey_2",15.3,"ey_1"
"ey",2011,2015,"90-2011-0-352",2015,4,148,67,8,22.25,123.375,313,41.8,"ey_3",15.3,"ey_1"
"ey",2011,2019,"90-2011-0-367",2019,8,224,102,8,29.125,128.625,327,17.2,"ey_1",15.3,"ey_1"
"ey",2011,2012,"90-2011-0-358",2012,1,119,54,6,16.125,56.625,144,19.1,"ey_1",15.3,"ey_1"
"ey",2011,2012,"90-2011-0-362",2012,1,129,59,3,14,36.25,92,19.1,"ey_1",15.3,"ey_1"
"ey",2011,2015,"90-2011-0-362",2015,4,203,92,8,25.25,113.375,288,41.8,"ey_3",15.3,"ey_1"
"ey",2011,2012,"90-2011-0-367",2012,1,123,56,2,16,44.375,113,19.1,"ey_1",15.3,"ey_1"
"ey",2011,2018,"90-2011-0-360",2018,7,178,81,13,35.5,164.25,417,36.2,"ey_3",15.3,"ey_1"
"ey",2011,2012,"90-2011-0-356",2012,1,116,53,6,15.5,62.75,159,19.1,"ey_1",15.3,"ey_1"
"ey",2011,2018,"90-2011-0-362",2018,7,214,97,8,27.25,120.375,306,36.2,"ey_3",15.3,"ey_1"
"ey",2011,2015,"90-2011-0-359",2015,4,176,80,8,29,153,389,41.8,"ey_3",15.3,"ey_1"
"ey",2011,2012,"90-2011-0-368",2012,1,114,52,6,14.625,50.875,129,19.1,"ey_1",15.3,"ey_1"
"ey",2011,2016,"90-2011-0-356",2016,5,204,93,9,34,161.125,409,33.1,"ey_3",15.3,"ey_1"
"ey",2011,2020,"90-2011-0-368",2020,9,186,85,16,34.25,189.625,482,20.8,"ey_2",15.3,"ey_1"
"ey",2011,2017,"90-2011-0-363",2017,6,203,92,8,26.75,127.125,323,23.5,"ey_2",15.3,"ey_1"
"ey",2011,2017,"90-2011-0-356",2017,6,191,87,10,32.5,160,406,23.5,"ey_2",15.3,"ey_1"
"ey",2011,2012,"90-2011-0-369",2012,1,130,59,2,12.5,29,74,19.1,"ey_1",15.3,"ey_1"
"ey",2011,2017,"90-2011-0-360",2017,6,177,80,9,33.75,147.375,374,23.5,"ey_2",15.3,"ey_1"
"ey",2011,2013,"90-2011-0-354",2013,2,146,66,8,18.25,73.375,186,27.6,"ey_2",15.3,"ey_1"
"ey",2011,2017,"90-2011-0-359",2017,6,179,81,8,31,159.75,406,23.5,"ey_2",15.3,"ey_1"
"ey",2011,2016,"90-2011-0-354",2016,5,190,86,11,31.25,145.25,369,33.1,"ey_3",15.3,"ey_1"
"ey",2011,2013,"90-2011-0-363",2013,2,149,68,6,19.375,82.375,209,27.6,"ey_2",15.3,"ey_1"
"ey",2011,2012,"90-2011-0-360",2012,1,104,47,5,12.75,50.25,128,19.1,"ey_1",15.3,"ey_1"
"ey",2011,2020,"90-2011-0-352",2020,9,164,75,9,26.75,137,348,20.8,"ey_2",15.3,"ey_1"
"ey",2011,2017,"90-2011-0-362",2017,6,213,97,8,27.25,119.75,304,23.5,"ey_2",15.3,"ey_1"
"ey",2011,2016,"90-2011-0-370",2016,5,200,91,8,30.75,127.875,325,33.1,"ey_3",15.3,"ey_1"
"ey",2011,2016,"90-2011-0-367",2016,5,193,88,8,28.75,126,320,33.1,"ey_3",15.3,"ey_1"
"ey",2011,2016,"90-2011-0-351",2016,5,197,90,8,29.875,129.125,328,33.1,"ey_3",15.3,"ey_1"
"ey",2011,2013,"90-2011-0-357",2013,2,128,58,5,13.625,51.625,131,27.6,"ey_2",15.3,"ey_1"
"ey",2011,2012,"90-2011-0-355",2012,1,119,54,2,15,35.375,90,19.1,"ey_1",15.3,"ey_1"
"ey",2011,2012,"90-2011-0-351",2012,1,118,54,4,12.375,41,104,19.1,"ey_1",15.3,"ey_1"
"ey",2011,2013,"90-2011-0-355",2013,2,156,71,7,18.75,71.75,182,27.6,"ey_2",15.3,"ey_1"
"ey",2011,2013,"90-2011-0-358",2013,2,150,68,8,23,103.75,264,27.6,"ey_2",15.3,"ey_1"
"ey",2012,2014,"90-2012-0-350",2014,2,152,69,8,20.75,87.25,222,21.1,"ey_2",19.1,"ey_2"
"ey",2012,2014,"90-2012-0-324",2014,2,158,72,8,22.625,91.5,232,21.1,"ey_2",19.1,"ey_2"
"ey",2012,2020,"90-2012-0-322",2020,8,175,80,14,29.625,165.5,420,20.8,"ey_2",19.1,"ey_2"
"ey",2012,2016,"90-2012-0-347",2016,4,188,85,10,30.875,132.125,336,33.1,"ey_3",19.1,"ey_2"
"ey",2012,2018,"90-2012-0-322",2018,6,171,78,12,29.25,159,404,36.2,"ey_3",19.1,"ey_2"
"ey",2012,2021,"90-2012-0-001",2021,9,181,82,10,26.5,119.5,304,19.53,"ey_2",19.1,"ey_2"
"ey",2012,2015,"90-2012-0-349",2015,3,175,80,11,27.125,139.25,354,41.8,"ey_3",19.1,"ey_2"
"ey",2012,2019,"90-2012-0-347",2019,7,201,91,9,34.75,149,378,17.2,"ey_1",19.1,"ey_2"
"ey",2012,2021,"90-2012-0-346",2021,9,215,98,17,37.625,182.875,465,19.53,"ey_2",19.1,"ey_2"
"ey",2012,2015,"90-2012-0-350",2015,3,178,81,9,25.875,114.625,291,41.8,"ey_3",19.1,"ey_2"
"ey",2012,2013,"90-2012-0-347",2013,1,108,49,2,11.25,33.25,84,27.6,"ey_2",19.1,"ey_2"
"ey",2012,2014,"90-2012-0-321",2014,2,154,70,8,22.5,92.375,235,21.1,"ey_2",19.1,"ey_2"
"ey",2012,2016,"90-2012-0-324",2016,4,170,77,8,24.75,112.5,286,33.1,"ey_3",19.1,"ey_2"
"ey",2012,2021,"90-2012-0-322",2021,9,173,79,14,30,159.75,406,19.53,"ey_2",19.1,"ey_2"
"ey",2012,2013,"90-2012-0-346",2013,1,121,55,8,15.125,62.25,158,27.6,"ey_2",19.1,"ey_2"
"ey",2012,2016,"90-2012-0-319",2016,4,180,82,12,32,169.25,430,33.1,"ey_3",19.1,"ey_2"
"ey",2012,2016,"90-2012-0-329",2016,4,199,90,15,31.5,153.375,390,33.1,"ey_3",19.1,"ey_2"
"ey",2012,2013,"90-2012-0-349",2013,1,107,49,2,14.5,38.75,98,27.6,"ey_2",19.1,"ey_2"
"ey",2012,2013,"90-2012-0-348",2013,1,126,57,5,15.125,48.625,124,27.6,"ey_2",19.1,"ey_2"
"ey",2012,2020,"90-2012-0-328",2020,8,211,96,11,30.375,167,424,20.8,"ey_2",19.1,"ey_2"
"ey",2012,2021,"90-2012-0-328",2021,9,197,90,10,32.125,165.375,420,19.53,"ey_2",19.1,"ey_2"
"ey",2012,2016,"90-2012-0-001",2016,4,135,61,9,19.375,89.75,228,33.1,"ey_3",19.1,"ey_2"
"ey",2012,2013,"90-2012-0-329",2013,1,131,60,4,16,46.75,119,27.6,"ey_2",19.1,"ey_2"
"ey",2012,2018,"90-2012-0-001",2018,6,157,71,10,26.25,119.375,303,36.2,"ey_3",19.1,"ey_2"
"ey",2012,2015,"90-2012-0-346",2015,3,184,84,15,31.125,158.375,402,41.8,"ey_3",19.1,"ey_2"
"ey",2012,2015,"90-2012-0-327",2015,3,184,84,1,10,125.375,318,41.8,"ey_3",19.1,"ey_2"
"ey",2012,2013,"90-2012-0-328",2013,1,108,49,2,14,46.125,117,27.6,"ey_2",19.1,"ey_2"
"ey",2012,2016,"90-2012-0-348",2016,4,172,78,10,30.25,140.375,357,33.1,"ey_3",19.1,"ey_2"
"ey",2012,2018,"90-2012-0-326",2018,6,202,92,12,30,142.875,363,36.2,"ey_3",19.1,"ey_2"
"ey",2012,2018,"90-2012-0-327",2018,6,214,97,11,36.25,155.5,395,36.2,"ey_3",19.1,"ey_2"
"ey",2012,2014,"90-2012-0-348",2014,2,161,73,8,22.125,97,246,21.1,"ey_2",19.1,"ey_2"
"ey",2012,2018,"90-2012-0-349",2018,6,181,82,8,29.625,143.375,364,36.2,"ey_3",19.1,"ey_2"
"ey",2012,2015,"90-2012-0-001",2015,3,152,69,9,22.375,98.875,251,41.8,"ey_3",19.1,"ey_2"
"ey",2012,2015,"90-2012-0-321",2015,3,154,70,11,27.75,123,312,41.8,"ey_3",19.1,"ey_2"
"ey",2012,2018,"90-2012-0-324",2018,6,174,79,9,26,117.5,298,36.2,"ey_3",19.1,"ey_2"
"ey",2012,2016,"90-2012-0-350",2016,4,196,89,10,28.375,132.25,336,33.1,"ey_3",19.1,"ey_2"
"ey",2012,2017,"90-2012-0-349",2017,5,174,79,10,29.625,146.5,372,23.5,"ey_2",19.1,"ey_2"
