"","year","pasture","live_weight","age"
"689",2014,"East Yana",41,"0.5"
"690",2014,"East Yana",43,"0.5"
"691",2014,"East Yana",53,"0.5"
"692",2014,"East Yana",39,"0.5"
"693",2014,"East Yana",52,"0.5"
"694",2014,"East Yana",38,"0.5"
"695",2014,"East Yana",47,"0.5"
"696",2014,"East Yana",37,"0.5"
"697",2014,"East Yana",42,"0.5"
"698",2014,"East Yana",54,"0.5"
"699",2014,"East Yana",41,"0.5"
"700",2014,"East Yana",50,"0.5"
"701",2014,"East Yana",46,"0.5"
"702",2014,"West Yana",47,"0.5"
"703",2014,"West Yana",49,"0.5"
"704",2014,"West Yana",44,"0.5"
"705",2014,"West Yana",48,"0.5"
"706",2014,"West Yana",47,"0.5"
"707",2014,"West Yana",46,"0.5"
"708",2014,"West Yana",49,"0.5"
"709",2014,"West Yana",47,"0.5"
"710",2014,"West Yana",46,"0.5"
"711",2014,"West Yana",50,"0.5"
"712",2014,"West Yana",82,"1.5"
"713",2014,"West Yana",119,"5.5"
"714",2014,"West Yana",86,"1.5"
"715",2014,"West Yana",84,"1.5"
"716",2014,"West Yana",89,"1.5"
"717",2014,"West Yana",108,"3.5"
"718",2014,"West Yana",110,"1.5"
"719",2014,"West Yana",95,"3.5"
"720",2014,"West Yana",113,"2.5"
"721",2014,"West Yana",120,"5.5"
"722",2014,"West Yana",92,"5.5"
"723",2014,"West Yana",95,"1.5"
"724",2014,"West Yana",110,"5.5"
"725",2014,"West Yana",89,"1.5"
"726",2014,"West Yana",92,"1.5"
"727",2014,"West Yana",123,"4.5"
"728",2014,"West Yana",99,"6.5"
"729",2014,"West Yana",105,"1.5"
"730",2014,"West Yana",103,"3.5"
"731",2014,"West Yana",110,"2.5"
"732",2014,"West Yana",96,"1.5"
"733",2014,"West Yana",114,"4.5"
"734",2014,"West Yana",115,"2.5"
"735",2014,"West Yana",98,"3.5"
"736",2014,"West Yana",108,"1.5"
"737",2014,"West Yana",118,"2.5"
"738",2014,"West Yana",114,"1.5"
"739",2014,"West Yana",88,"1.5"
"740",2014,"West Toro",96,"2.5"
"741",2014,"West Toro",112,"5.5"
"742",2014,"West Toro",92,"5.5"
"743",2014,"West Toro",98,"1.5"
"744",2014,"West Toro",101,"1.5"
"745",2014,"West Toro",93,"1.5"
"746",2014,"West Toro",106,"8.5"
"747",2014,"West Toro",101,"1.5"
"748",2014,"West Toro",121,"3.5"
"749",2014,"West Toro",125,"4.5"
"750",2014,"West Toro",96,"1.5"
"751",2014,"West Toro",114,"4.5"
"752",2014,"West Toro",117,"2.5"
"753",2014,"West Toro",139,"4.5"
"754",2014,"West Toro",136,"8.5"
"755",2014,"West Yana",115,"5.5"
"756",2014,"West Yana",92,"1.5"
"757",2014,"West Yana",105,"3.5"
"758",2014,"West Yana",103,"1.5"
"759",2014,"West Yana",101,"1.5"
"760",2014,"West Yana",98,"1.5"
"761",2014,"West Yana",121,"2.5"
"762",2014,"West Yana",101,"1.5"
"763",2014,"West Yana",96,"2.5"
"764",2014,"West Yana",105,"1.5"
"765",2014,"West Yana",93,"2.5"
"766",2014,"West Yana",103,"1.5"
"767",2014,"West Yana",114,"2.5"
"768",2014,"West Yana",109,"2.5"
"769",2014,"West Yana",135,"5.5"
"770",2014,"West Yana",87,"1.5"
"771",2014,"West Yana",97,"2.5"
"772",2014,"Yana",65,"0.5"
"773",2014,"Yana",63,"0.5"
"774",2014,"Yana",48,"0.5"
"775",2014,"Yana",69,"0.5"
"776",2014,"Yana",93,"1.5"
"777",2014,"Yana",51,"0.5"
"778",2014,"Yana",36,"0.5"
"779",2014,"Yana",60,"0.5"
"780",2014,"Yana",59,"0.5"
"781",2014,"Yana",49,"0.5"
"782",2014,"Yana",95,"1.5"
"783",2014,"Yana",63,"0.5"
"784",2014,"Yana",49,"0.5"
"785",2014,"Yana",64,"0.5"
"786",2014,"Yana",99,"0.5"
"787",2014,"Yana",65,"0.5"
"788",2014,"Yana",62,"0.5"
"789",2014,"Yana",57,"0.5"
"790",2014,"Yana",52,"0.5"
"791",2014,"Yana",53,"0.5"
"792",2014,"Yana",43,"0.5"
"793",2014,"Yana",39,"0.5"
"794",2014,"Yana",38,"0.5"
"795",2014,"Yana",60,"0.5"
"796",2014,"Yana",67,"0.5"
"797",2014,"Yana",79,"1.5"
"798",2014,"Yana",53,"0.5"
"799",2014,"Yana",63,"0.5"
"800",2014,"Yana",84,"1.5"
"801",2014,"Yana",61,"0.5"
"802",2014,"Yana",65,"0.5"
"803",2014,"Yana",54,"0.5"
"804",2014,"Yana",66,"0.5"
"805",2014,"Yana",43,"0.5"
"806",2014,"Yana",56,"0.5"
"807",2014,"Yana",58,"0.5"
"808",2014,"Yana",53,"0.5"
"809",2014,"Yana",57,"0.5"
"810",2014,"Yana",62,"0.5"
"811",2014,"SE Toro",105,"4.5"
"812",2014,"SE Toro",122,"5.5"
"813",2015,"Yana",117,"4.5"
"814",2015,"Yana",121,"6.5"
"815",2015,"Yana",116,"3.5"
"816",2015,"Yana",127,"5.5"
"817",2015,"Yana",96,"4.5"
"818",2015,"Yana",121,"2.5"
"819",2015,"Yana",92,"2.5"
"820",2015,"Yana",110,"5.5"
"821",2015,"Yana",105,"4.5"
"822",2015,"Yana",128,"6.5"
"823",2015,"Yana",122,"4.5"
"824",2015,"Yana",89,"2.5"
"825",2015,"Yana",107,"5.5"
"826",2015,"Yana",95,"4.5"
"827",2015,"Yana",109,"5.5"
"828",2015,"Yana",93,"7.5"
"829",2015,"Yana",52,"0.5"
"830",2015,"Yana",61,"0.5"
"831",2015,"Yana",66,"0.5"
"832",2015,"Yana",82,"0.5"
"833",2015,"Yana",59,"0.5"
"834",2015,"Yana",52,"0.5"
"835",2015,"Yana",64,"0.5"
"836",2015,"Yana",56,"0.5"
"837",2015,"Yana",66,"0.5"
"838",2015,"Yana",54,"0.5"
"839",2015,"Yana",55,"0.5"
"840",2015,"Yana",53,"0.5"
"841",2015,"Yana",54,"0.5"
"842",2015,"Yana",88,"1.5"
"843",2015,"Yana",66,"0.5"
"844",2015,"East Yana",66,"0.5"
"845",2015,"East Yana",55,"0.5"
"846",2015,"East Yana",58,"0.5"
"847",2015,"East Yana",91,"1.5"
"848",2015,"East Yana",52,"0.5"
"849",2015,"East Yana",59,"0.5"
"850",2015,"East Yana",46,"0.5"
"851",2015,"East Yana",64,"0.5"
"852",2015,"East Yana",59,"0.5"
"853",2015,"East Yana",101,"1.5"
"854",2015,"East Yana",56,"0.5"
"855",2015,"East Yana",61,"0.5"
"856",2015,"East Yana",63,"0.5"
"857",2015,"East Yana",51,"0.5"
"858",2015,"East Yana",52,"0.5"
"859",2015,"East Yana",64,"0.5"
"860",2015,"East Yana",58,"0.5"
"861",2015,"East Yana",93,"1.5"
"862",2015,"East Yana",60,"0.5"
"863",2015,"East Yana",53,"0.5"
"864",2015,"East Yana",60,"0.5"
"865",2015,"East Yana",59,"0.5"
"866",2015,"East Yana",63,"0.5"
"867",2015,"East Yana",63,"0.5"
"868",2015,"East Yana",70,"0.5"
"869",2015,"Yana",123,"5.5"
"870",2015,"Yana",133,"7.5"
"871",2015,"Yana",103,"4.5"
"872",2015,"Yana",103,"4.5"
"873",2015,"Yana",123,"4.5"
"874",2015,"Yana",112,"4.5"
"875",2015,"Yana",96,"2.5"
"876",2015,"Yana",107,"2.5"
"877",2015,"Yana",102,"5.5"
"878",2015,"Yana",117,"2.5"
"879",2015,"Yana",104,"7.5"
"880",2015,"Yana",121,"6.5"
"881",2015,"Yana",119,"2.5"
"882",2015,"Yana",144,"4.5"
"883",2015,"Yana",133,"6.5"
"884",2015,"Yana",122,"7.5"
"885",2015,"Yana",107,"3.5"
"886",2015,"Yana",97,"2.5"
"887",2015,"Yana",127,"5.5"
"888",2015,"Yana",124,"5.5"
"889",2015,"Yana",92,"1.5"
"890",2015,"Yana",122,"4.5"
"891",2015,"Yana",115,"8.5"
"892",2015,"Yana",116,"5.5"
"893",2015,"Yana",110,"6.5"
"894",2015,"Yana",38,"0.5"
"895",2015,"Yana",66,"0.5"
"896",2015,"Yana",61,"0.5"
"897",2015,"Yana",61,"0.5"
"898",2015,"Yana",60,"0.5"
"899",2015,"Yana",60,"0.5"
"900",2015,"Yana",61,"0.5"
"901",2015,"Yana",73,"0.5"
"902",2015,"Yana",100,"1.5"
"903",2015,"Yana",64,"0.5"
"904",2015,"East Toro",58,"0.5"
"905",2015,"East Toro",54,"0.5"
"906",2015,"East Toro",53,"0.5"
"907",2015,"East Toro",49,"0.5"
"908",2015,"East Toro",57,"0.5"
"909",2015,"East Toro",59,"0.5"
"910",2015,"East Toro",54,"0.5"
"911",2015,"East Toro",58,"0.5"
"912",2015,"East Toro",55,"0.5"
"913",2015,"East Toro",43,"0.5"
"914",2015,"East Toro",52,"0.5"
"915",2015,"East Toro",58,"0.5"
"916",2015,"East Toro",45,"0.5"
"917",2015,"Yana",115,"5.5"
"918",2015,"Yana",101,"1.5"
"919",2015,"Yana",115,"5.5"
"920",2015,"Yana",123,"6.5"
"921",2015,"Yana",103,"4.5"
"922",2015,"Yana",130,"6.5"
"923",2015,"Yana",103,"6.5"
"924",2015,"Yana",100,"6.5"
"925",2015,"Yana",110,"3.5"
"926",2015,"Yana",101,"2.5"
"927",2015,"Yana",131,"7.5"
"928",2015,"Yana",122,"3.5"
"929",2015,"Yana",111,"4.5"
"930",2015,"Yana",92,"1.5"
"931",2015,"Yana",102,"2.5"
"932",2015,"Yana",122,"6.5"
"933",2015,"Yana",110,"1.5"
"934",2015,"Yana",115,"3.5"
"935",2015,"Yana",105,"4.5"
"936",2015,"Yana",117,"5.5"
"937",2015,"Yana",112,"2.5"
"938",2015,"Yana",106,"3.5"
"939",2015,"Yana",95,"1.5"
"940",2015,"Yana",130,"2.5"
"941",2015,"Yana",123,"8.5"
"942",2015,"Yana",42,"0.5"
"943",2015,"Yana",45,"0.5"
"944",2015,"Yana",89,"1.5"
"945",2015,"Yana",59,"0.5"
"946",2015,"Yana",54,"0.5"
"947",2015,"Yana",84,"1.5"
"948",2015,"Yana",60,"0.5"
"949",2015,"Yana",65,"0.5"
"950",2015,"East Toro",60,"0.5"
"951",2015,"East Toro",54,"0.5"
"952",2015,"East Toro",56,"0.5"
"953",2015,"East Toro",51,"0.5"
"954",2015,"East Toro",52,"0.5"
"955",2015,"East Toro",48,"0.5"
"956",2015,"East Toro",47,"0.5"
"957",2015,"East Toro",47,"0.5"
"958",2015,"East Toro",48,"0.5"
"959",2015,"East Toro",54,"0.5"
"960",2015,"East Toro",58,"0.5"
"961",2015,"East Toro",41,"0.5"
"962",2015,"East Toro",49,"0.5"
"963",2015,"East Toro",42,"0.5"
"964",2015,"East Toro",51,"0.5"
"965",2015,"East Toro",52,"0.5"
"966",2015,"East Toro",56,"0.5"
"967",2015,"East Toro",54,"0.5"
"968",2015,"West Toro",50,"0.5"
"969",2015,"West Toro",49,"0.5"
"970",2015,"West Toro",50,"0.5"
"971",2015,"West Toro",58,"0.5"
"972",2015,"West Toro",37,"0.5"
"973",2015,"West Toro",50,"0.5"
"974",2015,"West Toro",57,"0.5"
"975",2015,"West Toro",57,"0.5"
"976",2015,"West Toro",57,"0.5"
"977",2015,"West Toro",45,"0.5"
"978",2015,"West Toro",54,"0.5"
"979",2015,"West Toro",54,"0.5"
"980",2015,"West Toro",81,"1.5"
"981",2015,"West Toro",62,"0.5"
"982",2015,"West Toro",63,"0.5"
"983",2015,"West Toro",77,"1.5"
"984",2015,"West Toro",62,"0.5"
"985",2015,"West Toro",94,"1.5"
"986",2015,"West Toro",54,"0.5"
"987",2015,"West Toro",58,"0.5"
"988",2015,"West Toro",56,"0.5"
"989",2015,"Yana",60,"0.5"
"990",2015,"East Toro",61,"0.5"
"991",2015,"East Toro",57,"0.5"
"992",2015,"East Yana",114,"4.5"
"993",2015,"East Yana",87,"3.5"
"994",2015,"East Yana",104,"5.5"
"995",2015,"East Yana",110,"2.5"
"996",2015,"East Yana",93,"2.5"
"997",2015,"East Yana",110,"4.5"
"998",2015,"East Toro",95,"6.5"
"999",2015,"Yana",115,"5.5"
"1000",2015,"Yana",106,"3.5"
"1001",2015,"Yana",134,"4.5"
"1002",2015,"Yana",123,"4.5"
"1003",2015,"Yana",114,"2.5"
"1004",2015,"Yana",124,"2.5"
"1005",2015,"Yana",135,"7.5"
"1006",2015,"Yana",142,"6.5"
"1007",2015,"Yana",104,"2.5"
"1008",2015,"Yana",146,"8.5"
"1009",2015,"Yana",116,"4.5"
"1010",2015,"Yana",134,"2.5"
"1011",2015,"Yana",133,"6.5"
"1012",2015,"Yana",98,"1.5"
"1013",2015,"Yana",124,"3.5"
"1014",2015,"Yana",117,"8.5"
"1015",2015,"Yana",99,"1.5"
"1016",2015,"Yana",111,"2.5"
"1017",2015,"Yana",133,"7.5"
"1018",2015,"Yana",95,"1.5"
"1019",2015,"Yana",101,"4.5"
"1020",2015,"Yana",98,"3.5"
"1021",2015,"Yana",129,"4.5"
"1022",2015,"Yana",112,"3.5"
"1023",2015,"Yana",119,"6.5"
"1024",2015,"Yana",116,"7.5"
"1025",2015,"Yana",110,"2.5"
"1026",2015,"Yana",139,"8.5"
"1027",2015,"Yana",94,"1.5"
"1028",2015,"Yana",125,"6.5"
"1029",2015,"Yana",95,"1.5"
"1030",2015,"Yana",105,"6.5"
"1031",2015,"Yana",123,"5.5"
"1032",2015,"Yana",125,"8.5"
"1033",2015,"Yana",94,"1.5"
"1034",2015,"Yana",107,"5.5"
"1035",2015,"Yana",93,"1.5"
"1036",2015,"Yana",113,"5.5"
"1037",2015,"Yana",107,"2.5"
"1038",2015,"Yana",133,"7.5"
"1039",2015,"Yana",90,"1.5"
"1040",2015,"Yana",123,"4.5"
"1041",2015,"Yana",116,"2.5"
"1042",2015,"Yana",130,"4.5"
"1043",2015,"Yana",126,"8.5"
"1044",2015,"Yana",112,"8.5"
"1045",2015,"Yana",97,"1.5"
"1046",2015,"Yana",103,"3.5"
"1047",2015,"Yana",101,"2.5"
"1048",2015,"Yana",104,"3.5"
"1049",2015,"Yana",122,"6.5"
"1050",2015,"Yana",101,"2.5"
"1051",2015,"Yana",92,"4.5"
"1052",2015,"Yana",119,"2.5"
"1053",2015,"Yana",123,"5.5"
"1054",2015,"Yana",115,"4.5"
"1055",2015,"Yana",125,"3.5"
"1056",2015,"Yana",116,"8.5"
"1057",2015,"Yana",117,"4.5"
"1058",2015,"Yana",100,"1.5"
"1059",2015,"Yana",94,"1.5"
"1060",2015,"West Toro",50,"0.5"
"1061",2015,"West Toro",42,"0.5"
"1062",2015,"West Toro",61,"0.5"
"1063",2015,"West Toro",57,"0.5"
"1064",2015,"West Toro",55,"0.5"
"1065",2015,"West Toro",54,"0.5"
"1066",2015,"East Toro",117,"3.5"
"1067",2015,"East Toro",59,"0.5"
"1068",2015,"East Toro",124,"5.5"
"1069",2015,"East Toro",99,"4.5"
"1070",2015,"East Toro",121,"5.5"
"1071",2015,"East Toro",127,"6.5"
"1072",2015,"East Toro",85,"1.5"
"1073",2015,"East Toro",45,"0.5"
"1074",2015,"East Toro",53,"0.5"
"1075",2015,"East Toro",95,"1.5"
"1076",2015,"East Toro",119,"4.5"
"1077",2015,"East Toro",68,"0.5"
"1078",2015,"East Toro",45,"0.5"
"1079",2015,"East Toro",100,"1.5"
"1080",2015,"East Toro",119,"4.5"
"1081",2015,"East Toro",115,"7.5"
"1082",2015,"East Toro",136,"7.5"
"1083",2015,"East Toro",59,"0.5"
"1084",2015,"East Toro",54,"0.5"
"1085",2015,"East Toro",60,"0.5"
"1086",2015,"East Toro",118,"6.5"
"1087",2015,"East Toro",124,"3.5"
"1088",2015,"East Toro",114,"3.5"
"1089",2015,"East Toro",114,"4.5"
"1090",2015,"East Toro",77,"0.5"
"1091",2015,"East Toro",88,"1.5"
"1092",2015,"East Toro",58,"0.5"
"1093",2015,"East Toro",82,"1.5"
"1094",2015,"East Toro",46,"0.5"
"1095",2015,"East Toro",114,"6.5"
"1096",2015,"Yana",51,"0.5"
"1097",2015,"Yana",69,"0.5"
"1098",2015,"Yana",64,"0.5"
"1099",2015,"Yana",64,"0.5"
"1100",2015,"Yana",55,"0.5"
"1101",2015,"Yana",53,"0.5"
"1102",2015,"Yana",56,"0.5"
"1103",2015,"Yana",52,"0.5"
"1104",2015,"Yana",72,"0.5"
"1105",2015,"Yana",72,"0.5"
"1106",2015,"Yana",55,"0.5"
"1107",2015,"Yana",52,"0.5"
"1108",2015,"East Yana",66,"0.5"
"1109",2015,"East Yana",93,"1.5"
"1110",2015,"Yana",60,"0.5"
"1111",2015,"Yana",69,"0.5"
"1112",2015,"East Yana",91,"2.5"
"1113",2015,"East Yana",90,"1.5"
"1114",2015,"East Yana",116,"2.5"
"1115",2015,"East Yana",95,"1.5"
"1116",2015,"East Yana",57,"0.5"
"1117",2015,"East Toro",93,"7.5"
"1118",2015,"East Toro",114,"4.5"
"1119",2015,"East Yana",105,"3.5"
"1120",2015,"East Yana",136,"4.5"
"1121",2015,"East Yana",119,"4.5"
"1122",2015,"East Yana",106,"6.5"
"1123",2015,"East Yana",58,"0.5"
"1124",2015,"East Yana",66,"0.5"
"1125",2015,"East Yana",67,"0.5"
"1126",2015,"Yana",55,"0.5"
"1127",2015,"East Yana",88,"1.5"
"1128",2015,"East Yana",86,"4.5"
"1129",2015,"East Yana",92,"2.5"
"1130",2015,"East Yana",117,"5.5"
"1131",2015,"East Yana",105,"4.5"
"1132",2015,"East Toro",97,"1.5"
"1133",2015,"East Toro",106,"6.5"
"1134",2015,"East Yana",82,"1.5"
"1135",2015,"East Yana",90,"1.5"
"1136",2015,"East Yana",112,"5.5"
"1137",2015,"East Yana",100,"2.5"
"1138",2015,"East Yana",112,"3.5"
"1139",2015,"East Yana",95,"1.5"
"1140",2015,"East Yana",87,"2.5"
"1141",2015,"East Yana",58,"0.5"
"1142",2015,"East Yana",95,"2.5"
"1143",2015,"East Toro",121,"6.5"
"1144",2015,"East Toro",88,"1.5"
"1145",2015,"East Toro",95,"3.5"
"1146",2015,"East Toro",112,"6.5"
"1147",2015,"East Yana",49,"0.5"
"1148",2015,"East Yana",108,"4.5"
"1149",2015,"East Yana",86,"2.5"
"1150",2015,"East Yana",55,"0.5"
"1151",2015,"East Yana",49,"0.5"
"1152",2015,"East Toro",100,"2.5"
"1153",2015,"East Yana",122,"5.5"
"1154",2015,"East Toro",121,"4.5"
"1155",2015,"East Toro",95,"1.5"
"1156",2015,"East Toro",104,"5.5"
"1157",2015,"East Toro",100,"4.5"
"1158",2015,"East Toro",53,"0.5"
"1159",2015,"East Yana",116,"3.5"
"1160",2015,"East Yana",125,"3.5"
"1161",2015,"East Yana",105,"4.5"
"1162",2015,"East Yana",106,"5.5"
"1163",2015,"East Yana",103,"5.5"
"1164",2015,"East Toro",123,"3.5"
"1165",2015,"East Toro",101,"2.5"
"1166",2015,"East Toro",61,"0.5"
"1167",2015,"East Yana",121,"4.5"
"1168",2015,"East Yana",129,"3.5"
"1169",2015,"East Toro",69,"0.5"
"1170",2015,"East Yana",100,"1.5"
"1171",2015,"East Yana",106,"5.5"
"1172",2015,"East Yana",96,"2.5"
"1173",2015,"East Toro",118,"5.5"
"1174",2015,"East Toro",52,"0.5"
"1175",2015,"West Toro",60,"0.5"
"1176",2015,"West Toro",81,"1.5"
"1177",2015,"West Toro",56,"0.5"
"1178",2015,"West Toro",43,"0.5"
"1179",2015,"West Toro",50,"0.5"
"1180",2015,"West Toro",56,"0.5"
"1181",2015,"West Toro",64,"0.5"
"1182",2015,"West Toro",53,"0.5"
"1183",2015,"West Toro",58,"0.5"
"1184",2015,"West Toro",71,"0.5"
"1185",2015,"West Toro",51,"0.5"
"1186",2015,"West Yana",55,"0.5"
"1187",2015,"West Yana",49,"0.5"
"1188",2015,"West Yana",56,"0.5"
"1189",2015,"West Yana",53,"0.5"
"1190",2015,"West Yana",49,"0.5"
"1191",2015,"West Yana",56,"0.5"
"1192",2015,"West Yana",57,"0.5"
"1193",2015,"West Yana",61,"0.5"
"1194",2015,"West Yana",91,"2.5"
"1195",2015,"West Yana",50,"0.5"
"1196",2015,"West Yana",50,"0.5"
"1197",2015,"West Yana",55,"0.5"
"1198",2015,"West Yana",55,"0.5"
"1199",2015,"West Yana",61,"0.5"
"1200",2013,"East Toro",118,"6.5"
"1201",2013,"East Toro",115,"6.5"
"1202",2013,"East Toro",93,"1.5"
"1203",2013,"East Toro",129,"5.5"
"1204",2013,"East Toro",126,"6.5"
"1205",2013,"Yana",121,"2.5"
"1206",2013,"Yana",102,"2.5"
"1207",2013,"Yana",129,"3.5"
"1208",2013,"Yana",115,"5.5"
"1209",2013,"Yana",117,"2.5"
"1210",2010,"East Yana",54,"0.5"
"1211",2010,"Yana",61,"0.5"
"1212",2010,"Yana",100,"1.5"
"1213",2011,"Yana",58,"0.5"
"1214",2011,"Yana",57,"0.5"
"1215",2011,"Yana",52,"0.5"
"1216",2011,"Yana",52,"0.5"
"1217",2011,"Yana",55,"0.5"
"1218",2011,"SE Toro",60,"0.5"
"1219",2011,"East Yana",60,"0.5"
"1220",2011,"East Yana",53,"0.5"
"1221",2011,"East Yana",61,"0.5"
"1222",2011,"East Yana",71,"0.5"
"1223",2011,"Yana",61,"0.5"
"1224",2011,"SE Toro",52,"0.5"
"1225",2011,"SE Toro",60,"0.5"
"1226",2011,"SE Toro",58,"0.5"
"1227",2011,"SE Toro",56,"0.5"
"1228",2011,"Yana",52,"0.5"
"1229",2011,"Yana",58,"0.5"
"1230",2011,"Yana",53,"0.5"
"1231",2011,"East Yana",102,"7.5"
"1232",2011,"East Yana",134,"4.5"
"1234",2011,"East Yana",111,"8.5"
"1235",2011,"East Yana",115,"3.5"
"1236",2011,"East Yana",118,"4.5"
"1237",2011,"East Yana",105,"9.5"
"1238",2011,"East Yana",92,"4.5"
"1239",2011,"East Yana",128,"4.5"
"1240",2011,"East Yana",105,"8.5"
"1241",2011,"East Yana",121,"4.5"
"1242",2011,"Yana",113,"3.5"
"1243",2011,"Yana",116,"4.5"
"1244",2011,"SE Toro",88,"1.5"
"1245",2011,"SE Toro",79,"1.5"
"1246",2012,"Yana",121,"5.5"
"1247",2012,"Yana",43,"0.5"
"1248",2012,"Yana",90,"1.5"
"1249",2012,"West Yana",53,"0.5"
"1250",2012,"West Yana",45,"0.5"
"1251",2012,"West Yana",50,"0.5"
"1252",2012,"West Yana",80,"1.5"
"1253",2012,"West Yana",55,"0.5"
"1254",2012,"West Yana",55,"0.5"
"1255",2012,"West Yana",51,"0.5"
"1256",2012,"West Yana",63,"0.5"
"1257",2012,"West Yana",53,"0.5"
"1258",2012,"East Yana",49,"0.5"
"1259",2012,"East Yana",56,"0.5"
"1260",2012,"East Yana",72,"0.5"
"1261",2012,"East Yana",48,"0.5"
"1262",2012,"East Yana",53,"0.5"
"1263",2012,"East Yana",62,"0.5"
"1264",2012,"East Yana",51,"0.5"
"1265",2012,"East Yana",61,"0.5"
"1266",2012,"East Yana",61,"0.5"
"1267",2012,"East Yana",67,"0.5"
"1268",2012,"East Yana",58,"0.5"
"1269",2012,"Yana",56,"0.5"
"1270",2012,"Yana",80,"1.5"
"1271",2012,"Yana",52,"0.5"
"1272",2012,"Yana",41,"0.5"
"1273",2012,"Yana",61,"0.5"
"1274",2012,"Yana",54,"0.5"
"1275",2012,"Yana",62,"0.5"
"1276",2012,"Yana",54,"0.5"
"1277",2012,"Yana",61,"0.5"
"1278",2012,"Yana",56,"0.5"
"1279",2012,"Yana",47,"0.5"
"1280",2012,"Yana",57,"0.5"
"1281",2012,"Yana",53,"0.5"
"1282",2012,"Yana",53,"0.5"
"1283",2012,"Yana",55,"0.5"
"1284",2012,"Yana",56,"0.5"
"1285",2012,"Yana",55,"0.5"
"1286",2012,"Yana",105,"6.5"
"1287",2012,"East Yana",108,"7.5"
"1288",2012,"East Yana",121,"3.5"
"1289",2012,"East Yana",88,"1.5"
"1290",2012,"West Yana",93,"1.5"
"1291",2012,"East Yana",109,"3.5"
"1292",2012,"West Yana",78,"1.5"
"1293",2012,"West Yana",109,"5.5"
"1294",2012,"West Yana",101,"3.5"
"1295",2012,"West Yana",93,"1.5"
"1296",2012,"West Yana",99,"1.5"
"1297",2012,"West Yana",104,"6.5"
"1298",2012,"Yana",119,"7.5"
"1299",2012,"Yana",96,"5.5"
"1300",2012,"Yana",52,"0.5"
"1301",2012,"West Yana",104,"4.5"
"1302",2012,"West Yana",73,"1.5"
"1304",2012,"West Yana",108,"7.5"
"1305",2012,"West Yana",93,"1.5"
"1306",2012,"Yana",100,"5.5"
"1307",2012,"West Yana",83,"1.5"
"1308",2012,"West Yana",88,"1.5"
"1309",2012,"West Yana",113,"6.5"
"1310",2012,"East Yana",53,"0.5"
"1311",2012,"East Yana",61,"0.5"
"1312",2012,"East Yana",49,"0.5"
"1313",2012,"East Yana",52,"0.5"
"1314",2012,"East Yana",46,"0.5"
"1315",2012,"East Yana",48,"0.5"
"1316",2012,"East Yana",43,"0.5"
"1317",2012,"East Yana",37,"0.5"
"1318",2012,"East Yana",45,"0.5"
"1319",2012,"East Yana",48,"0.5"
"1320",2012,"East Yana",38,"0.5"
"1321",2012,"East Yana",51,"0.5"
"1322",2012,"East Yana",61,"0.5"
"1323",2012,"East Yana",44,"0.5"
"1324",2012,"East Yana",49,"0.5"
"1325",2012,"East Yana",44,"0.5"
"1326",2012,"East Yana",45,"0.5"
"1327",2012,"East Yana",50,"0.5"
"1328",2012,"East Yana",47,"0.5"
"1329",2013,"East Yana",69,"0.5"
"1330",2013,"East Yana",90,"1.5"
"1331",2013,"East Yana",122,"5.5"
"1332",2013,"East Yana",70,"0.5"
"1333",2013,"East Yana",113,"3.5"
"1334",2013,"East Yana",127,"6.5"
"1335",2013,"East Yana",136,"7.5"
"1336",2013,"East Yana",141,"7.5"
"1337",2013,"East Yana",98,"6.5"
"1338",2013,"East Yana",123,"3.5"
"1339",2013,"East Yana",123,"4.5"
"1340",2013,"East Yana",123,"4.5"
"1341",2013,"West Toro",118,"5.5"
"1342",2013,"West Toro",53,"0.5"
"1343",2012,"West Yana",42,"0.5"
"1344",2012,"West Yana",50,"0.5"
"1345",2012,"West Yana",42,"0.5"
"1346",2012,"West Yana",44,"0.5"
"1347",2012,"West Yana",48,"0.5"
"1348",2012,"West Yana",48,"0.5"
"1349",2012,"West Yana",52,"0.5"
"1350",2012,"West Yana",53,"0.5"
"1351",2012,"West Yana",46,"0.5"
"1352",2012,"West Yana",55,"0.5"
"1353",2012,"West Yana",51,"0.5"
"1354",2012,"West Yana",50,"0.5"
"1355",2013,"West Yana",105,"3.5"
"1356",2013,"West Yana",109,"4.5"
"1357",2013,"West Yana",57,"0.5"
"1358",2013,"West Yana",57,"0.5"
"1359",2013,"West Yana",47,"0.5"
"1360",2013,"West Yana",91,"3.5"
"1361",2013,"West Yana",102,"4.5"
"1362",2013,"West Yana",56,"0.5"
"1363",2013,"West Yana",91,"1.5"
"1364",2013,"West Yana",62,"0.5"
"1365",2013,"West Yana",71,"0.5"
"1366",2013,"West Yana",68,"0.5"
"1367",2013,"West Yana",106,"3.5"
"1368",2013,"West Yana",127,"4.5"
"1369",2013,"West Yana",112,"4.5"
"1370",2013,"West Yana",102,"3.5"
"1371",2013,"West Yana",125,"4.5"
"1372",2013,"West Yana",69,"0.5"
"1373",2013,"Yana",105,"5.5"
"1375",2013,"Yana",61,"0.5"
"1376",2013,"Yana",62,"0.5"
"1377",2013,"Yana",47,"0.5"
"1378",2013,"Yana",101,"1.5"
"1379",2013,"Yana",110,"6.5"
"1380",2013,"Yana",121,"6.5"
"1381",2013,"Yana",55,"0.5"
"1382",2013,"Yana",51,"0.5"
"1383",2013,"Yana",112,"7.5"
"1384",2013,"Yana",56,"0.5"
