"animal_id","birthsite","year_birth","year_cap","age","weight.lb","weight.kg","antler.in","antler.cm","annual.by","annual.cy","by.rain.bin","cy.rain.bin","match"
"90-2019-0-975","ey",2019,2022,3.5,167,75.91,134,340.36,17.2,25,"dry","intermediate","3"
"90-2019-0-983","ey",2019,2022,3.5,153,69.55,106.875,271.46,17.2,25,"dry","intermediate","3"
"90-2015-0-580","ey",2015,2022,7.5,223,101.36,173,439.42,41.8,25,"wet","intermediate","2"
"90-2016-0-671","ey",2016,2022,6.5,215,97.73,145.75,370.2,33.1,25,"wet","intermediate","2"
"90-2019-0-987","ey",2019,2022,3.5,161,73.18,106.375,270.19,17.2,25,"dry","intermediate","3"
"90-2018-0-852","ey",2018,2022,4.5,189,85.91,146.875,373.06,36.2,25,"wet","intermediate","2"
"90-2019-0-978","ey",2019,2022,3.5,186,84.55,136.5,346.71,17.2,25,"dry","intermediate","3"
"90-2012-0-346","ey",2012,2022,10.5,213,96.82,184.375,468.31,19.1,25,"intermediate","intermediate","1"
"90-2013-0-291","ey",2013,2022,9.5,190,86.36,138.875,352.74,27.6,25,"intermediate","intermediate","1"
"90-2019-0-986","ey",2019,2022,3.5,142,64.55,97,246.38,17.2,25,"dry","intermediate","3"
"90-2015-0-568","ey",2015,2022,7.5,178,80.91,171.375,435.29,41.8,25,"wet","intermediate","2"
"90-2016-0-661","ey",2016,2022,6.5,208,94.55,134.5,341.63,33.1,25,"wet","intermediate","2"
"90-2017-0-787","ey",2017,2022,5.5,200,90.91,138.25,351.16,23.5,25,"intermediate","intermediate","1"
"90-2017-0-781","ey",2017,2022,5.5,205,93.18,190.5,483.87,23.5,25,"intermediate","intermediate","1"
"90-2019-0-976","ey",2019,2022,3.5,138,62.73,98.375,249.87,17.2,25,"dry","intermediate","3"
"90-2018-0-858","ey",2018,2022,4.5,155,70.45,159.275,404.56,36.2,25,"wet","intermediate","2"
"90-2019-0-985","ey",2019,2022,3.5,175,79.55,112.75,286.38,17.2,25,"dry","intermediate","3"
"90-2018-0-853","ey",2018,2022,4.5,197,89.55,130,330.2,36.2,25,"wet","intermediate","2"
"90-2015-0-564","ey",2015,2022,7.5,196,89.09,151.5,384.81,41.8,25,"wet","intermediate","2"
"90-2013-0-284","ey",2013,2022,9.5,195,88.64,153.75,390.52,27.6,25,"intermediate","intermediate","1"
"90-2017-0-779","ey",2017,2022,5.5,223,101.36,124.625,316.55,23.5,25,"intermediate","intermediate","1"
"90-2020-0-2082","ey",2020,2022,2.5,124,56.36,85.25,216.54,20.8,25,"intermediate","intermediate","1"
"90-2018-0-859","ey",2018,2022,4.5,182,82.73,139.125,353.38,36.2,25,"wet","intermediate","2"
"90-2020-0-2086","ey",2020,2022,2.5,132,60,83.5,212.09,20.8,25,"intermediate","intermediate","1"
"90-2020-0-2092","ey",2020,2022,2.5,104,47.27,55.125,140.02,20.8,25,"intermediate","intermediate","1"
"90-2020-0-2091","ey",2020,2022,2.5,129,58.64,87,220.98,20.8,25,"intermediate","intermediate","1"
"90-2014-0-466","ey",2014,2022,8.5,183,83.18,165.5,420.37,21.1,25,"intermediate","intermediate","1"
"90-2017-0-784","ey",2017,2022,5.5,201,91.36,127.375,323.53,23.5,25,"intermediate","intermediate","1"
"90-2018-0-855","ey",2018,2022,4.5,220,100,153.25,389.26,36.2,25,"wet","intermediate","2"
"90-2017-0-782","ey",2017,2022,5.5,198,90,152.25,386.72,23.5,25,"intermediate","intermediate","1"
"90-2016-0-658","ey",2016,2022,6.5,217,98.64,155.5,394.97,33.1,25,"wet","intermediate","2"
"90-2020-0-2076","ey",2020,2022,2.5,138,62.73,109,276.86,20.8,25,"intermediate","intermediate","1"
"90-2020-0-2078","ey",2020,2022,2.5,130,59.09,94.5,240.03,20.8,25,"intermediate","intermediate","1"
"90-2020-0-2084","ey",2020,2022,2.5,143,65,112.5,285.75,20.8,25,"intermediate","intermediate","1"
"90-2020-0-2080","ey",2020,2022,2.5,149,67.73,80.125,203.52,20.8,25,"intermediate","intermediate","1"
"90-2010-0-106","ey",2010,2022,12.5,176,80,140.875,357.82,34.6,25,"wet","intermediate","2"
"90-2016-0-664","ey",2016,2022,6.5,176,80,123.125,312.74,33.1,25,"wet","intermediate","2"
"90-2014-0-456","ey",2014,2022,8.5,202,91.82,170,431.8,21.1,25,"intermediate","intermediate","1"
"90-2019-0-982","ey",2019,2022,3.5,169,76.82,119.625,303.85,17.2,25,"dry","intermediate","3"
"90-2010-0-113","ey",2010,2022,12.5,194,88.18,173.25,440.06,34.6,25,"wet","intermediate","2"
"90-2020-0-2079","ey",2020,2022,2.5,138,62.73,97.75,248.28,20.8,25,"intermediate","intermediate","1"
"90-2020-0-2081","ey",2020,2022,2.5,115,52.27,67.25,170.82,20.8,25,"intermediate","intermediate","1"
"90-2017-0-780","ey",2017,2022,5.5,178,80.91,136.75,347.35,23.5,25,"intermediate","intermediate","1"
"90-2017-0-783","ey",2017,2022,5.5,217,98.64,143.625,364.81,23.5,25,"intermediate","intermediate","1"
"90-2021-0-2177","ey",2021,2022,1.5,77,35,13.5,34.29,19.53,25,"intermediate","intermediate","1"
"90-2021-0-2183","ey",2021,2022,1.5,90,40.91,15.25,38.74,19.53,25,"intermediate","intermediate","1"
"90-2021-0-2181","ey",2021,2022,1.5,105,47.73,31.375,79.69,19.53,25,"intermediate","intermediate","1"
"90-2021-0-2180","ey",2021,2022,1.5,106,48.18,40.75,103.5,19.53,25,"intermediate","intermediate","1"
"90-2021-0-2186","ey",2021,2022,1.5,110,50,26.375,66.99,19.53,25,"intermediate","intermediate","1"
"90-2021-0-2188","ey",2021,2022,1.5,99,45,27.25,69.22,19.53,25,"intermediate","intermediate","1"
"90-2021-0-2178","ey",2021,2022,1.5,95,43.18,NA,NA,19.53,25,"intermediate","intermediate","1"
"90-2021-0-2187","ey",2021,2022,1.5,96,43.64,19,48.26,19.53,25,"intermediate","intermediate","1"
"90-2021-0-2179","ey",2021,2022,1.5,97,44.09,35.25,89.53,19.53,25,"intermediate","intermediate","1"
"90-2021-0-2182","ey",2021,2022,1.5,103,46.82,35.5,90.17,19.53,25,"intermediate","intermediate","1"
"90-2021-0-2189","ey",2021,2022,1.5,99,45,20.875,53.02,19.53,25,"intermediate","intermediate","1"
"90-2021-0-2176","ey",2021,2022,1.5,100,45.45,48.25,122.56,19.53,25,"intermediate","intermediate","1"
"90-2021-0-2190","ey",2021,2022,1.5,101,45.91,46.125,117.16,19.53,25,"intermediate","intermediate","1"
"270-2011-0-339","wy",2011,2012,1,97,44.09,20.75,52.7,14.1,15.8,"dry","dry","1"
"270-2011-0-340","wy",2011,2012,1,116,52.73,44.875,113.98,14.1,15.8,"dry","dry","1"
"270-2011-0-344","wy",2011,2012,1,116,52.73,64.125,162.88,14.1,15.8,"dry","dry","1"
"270-2011-0-338","wy",2011,2012,1,108,49.09,40.75,103.5,14.1,15.8,"dry","dry","1"
"270-2011-0-342","wy",2011,2012,1,88,40,45.75,116.2,14.1,15.8,"dry","dry","1"
"270-2011-0-343","wy",2011,2012,1,114,51.82,35.125,89.22,14.1,15.8,"dry","dry","1"
"270-2011-0-345","wy",2011,2012,1,119,54.09,33.375,84.77,14.1,15.8,"dry","dry","1"
"270-2011-0-337","wy",2011,2012,1,112,50.91,28.125,71.44,14.1,15.8,"dry","dry","1"
"270-2012-0-340","wy",2012,2013,1,120,54.55,43.25,109.86,15.8,34.5,"dry","wet","3"
"270-2011-0-337","wy",2011,2013,2,153,69.55,84.375,214.31,14.1,34.5,"dry","wet","3"
"270-2012-0-342","wy",2012,2013,1,106,48.18,62.375,158.43,15.8,34.5,"dry","wet","3"
"270-2012-0-337","wy",2012,2013,1,106,48.18,48.5,123.19,15.8,34.5,"dry","wet","3"
"270-2011-0-336","wy",2011,2013,2,160,72.73,93.25,236.85,14.1,34.5,"dry","wet","3"
"270-2012-0-332","wy",2012,2013,1,107,48.64,44.25,112.39,15.8,34.5,"dry","wet","3"
"270-2012-0-153","wy",2012,2013,1,107,48.64,34.375,87.31,15.8,34.5,"dry","wet","3"
"270-2012-0-345","wy",2012,2013,1,110,50,48.375,122.87,15.8,34.5,"dry","wet","3"
"270-2011-0-340","wy",2011,2013,2,152,69.09,125.875,319.72,14.1,34.5,"dry","wet","3"
"270-2012-0-333","wy",2012,2013,1,115,52.27,58.5,148.59,15.8,34.5,"dry","wet","3"
"270-2012-0-344","wy",2012,2013,1,109,49.55,51.75,131.44,15.8,34.5,"dry","wet","3"
"270-2012-0-330","wy",2012,2013,1,98,44.55,37.625,95.57,15.8,34.5,"dry","wet","3"
"270-2012-0-341","wy",2012,2013,1,120,54.55,40,101.6,15.8,34.5,"dry","wet","3"
"270-2011-0-345","wy",2011,2013,2,175,79.55,82.75,210.18,14.1,34.5,"dry","wet","3"
"270-2012-0-331","wy",2012,2013,1,119,54.09,52.75,133.99,15.8,34.5,"dry","wet","3"
"270-2011-0-339","wy",2011,2013,2,140,63.64,71,180.34,14.1,34.5,"dry","wet","3"
"270-2012-0-343","wy",2012,2013,1,124,56.36,48.125,122.24,15.8,34.5,"dry","wet","3"
"270-2012-0-339","wy",2012,2013,1,112,50.91,41.875,106.36,15.8,34.5,"dry","wet","3"
"270-2012-0-335","wy",2012,2013,1,97,44.09,31,78.74,15.8,34.5,"dry","wet","3"
"270-2011-0-338","wy",2011,2013,2,156,70.91,111.875,284.16,14.1,34.5,"dry","wet","3"
"270-2012-0-338","wy",2012,2013,1,117,53.18,48.875,124.14,15.8,34.5,"dry","wet","3"
"270-2012-0-334","wy",2012,2013,1,127,57.73,47.25,120.02,15.8,34.5,"dry","wet","3"
"270-2013-0-268","wy",2013,2014,1,126,57.27,62.375,158.43,34.5,22.1,"wet","intermediate","2"
"270-2013-0-261","wy",2013,2014,1,108,49.09,61.875,157.16,34.5,22.1,"wet","intermediate","2"
"270-2013-0-266","wy",2013,2014,1,110,50,41.5,105.41,34.5,22.1,"wet","intermediate","2"
"270-2012-0-337","wy",2012,2014,2,143,65,NA,NA,15.8,22.1,"dry","intermediate","3"
"270-2013-0-272","wy",2013,2014,1,120,54.55,59.5,151.13,34.5,22.1,"wet","intermediate","2"
"270-2013-0-265","wy",2013,2014,1,108,49.09,38,96.52,34.5,22.1,"wet","intermediate","2"
"270-2012-0-338","wy",2012,2014,2,163,74.09,92.625,235.27,15.8,22.1,"dry","intermediate","3"
"270-2013-0-271","wy",2013,2014,1,102,46.36,46.625,118.43,34.5,22.1,"wet","intermediate","2"
"270-2012-0-341","wy",2012,2014,2,150,68.18,82,208.28,15.8,22.1,"dry","intermediate","3"
"270-2012-0-342","wy",2012,2014,2,129,58.64,110.5,280.67,15.8,22.1,"dry","intermediate","3"
"270-2013-0-270","wy",2013,2014,1,113,51.36,36,91.44,34.5,22.1,"wet","intermediate","2"
"270-2012-0-330","wy",2012,2014,2,137,62.27,101.25,257.18,15.8,22.1,"dry","intermediate","3"
"270-2013-0-267","wy",2013,2014,1,94,42.73,16.375,41.59,34.5,22.1,"wet","intermediate","2"
"270-2013-0-260","wy",2013,2014,1,110,50,31.75,80.64,34.5,22.1,"wet","intermediate","2"
"270-2012-0-335","wy",2012,2014,2,137,62.27,69.625,176.85,15.8,22.1,"dry","intermediate","3"
"270-2012-0-332","wy",2012,2014,2,148,67.27,98.875,251.14,15.8,22.1,"dry","intermediate","3"
"270-2012-0-344","wy",2012,2014,2,156,70.91,111.375,282.89,15.8,22.1,"dry","intermediate","3"
"270-2012-0-334","wy",2012,2014,2,167,75.91,108.75,276.22,15.8,22.1,"dry","intermediate","3"
"270-2012-0-343","wy",2012,2014,2,166,75.45,102.25,259.72,15.8,22.1,"dry","intermediate","3"
"270-2011-0-340","wy",2011,2014,3,174,79.09,148.375,376.87,14.1,22.1,"dry","intermediate","3"
"270-2011-0-336","wy",2011,2014,3,192,87.27,124.75,316.86,14.1,22.1,"dry","intermediate","3"
"270-2011-0-337","wy",2011,2014,3,182,82.73,110.875,281.62,14.1,22.1,"dry","intermediate","3"
"270-2011-0-339","wy",2011,2014,3,162,73.64,89.375,227.01,14.1,22.1,"dry","intermediate","3"
"270-2012-0-331","wy",2012,2014,2,167,75.91,111.75,283.85,15.8,22.1,"dry","intermediate","3"
"270-2011-0-341","wy",2011,2014,3,157,71.36,96.875,246.06,14.1,22.1,"dry","intermediate","3"
"270-2012-0-340","wy",2012,2014,2,157,71.36,107,271.78,15.8,22.1,"dry","intermediate","3"
"270-2012-0-339","wy",2012,2014,2,152,69.09,100.25,254.64,15.8,22.1,"dry","intermediate","3"
"270-2012-0-333","wy",2012,2014,2,160,72.73,118.375,300.67,15.8,22.1,"dry","intermediate","3"
"270-2011-0-338","wy",2011,2014,3,192,87.27,149,378.46,14.1,22.1,"dry","intermediate","3"
"270-2013-0-263","wy",2013,2015,2,136,61.82,51.375,130.49,34.5,29.1,"wet","wet","1"
"270-2014-0-446","wy",2014,2015,1,109,49.55,28.5,72.39,22.1,29.1,"intermediate","wet","3"
"270-2014-0-441","wy",2014,2015,1,105,47.73,41.5,105.41,22.1,29.1,"intermediate","wet","3"
"270-2012-0-341","wy",2012,2015,3,163,74.09,107.25,272.42,15.8,29.1,"dry","wet","3"
"270-2013-0-271","wy",2013,2015,2,133,60.45,88.125,223.84,34.5,29.1,"wet","wet","1"
"270-2013-0-258","wy",2013,2015,2,121,55,77.75,197.49,34.5,29.1,"wet","wet","1"
"270-2012-0-330","wy",2012,2015,3,145,65.91,124.875,317.18,15.8,29.1,"dry","wet","3"
"270-2014-0-449","wy",2014,2015,1,127,57.73,77.5,196.85,22.1,29.1,"intermediate","wet","3"
"270-2012-0-337","wy",2012,2015,3,161,73.18,138,350.52,15.8,29.1,"dry","wet","3"
"270-2014-0-444","wy",2014,2015,1,93,42.27,46.625,118.43,22.1,29.1,"intermediate","wet","3"
"270-2011-0-339","wy",2011,2015,4,184,83.64,117.25,297.82,14.1,29.1,"dry","wet","3"
"270-2012-0-334","wy",2012,2015,3,172,78.18,133.125,338.14,15.8,29.1,"dry","wet","3"
"270-2013-0-269","wy",2013,2015,2,148,67.27,83.875,213.04,34.5,29.1,"wet","wet","1"
"270-2011-0-336","wy",2011,2015,4,196,89.09,130.25,330.84,14.1,29.1,"dry","wet","3"
"270-2013-0-261","wy",2013,2015,2,144,65.45,147.125,373.7,34.5,29.1,"wet","wet","1"
"270-2012-0-344","wy",2012,2015,3,167,75.91,154.125,391.48,15.8,29.1,"dry","wet","3"
"270-2014-0-443","wy",2014,2015,1,109,49.55,65.875,167.32,22.1,29.1,"intermediate","wet","3"
"270-2011-0-345","wy",2011,2015,4,210,95.45,118.625,301.31,14.1,29.1,"dry","wet","3"
"270-2014-0-448","wy",2014,2015,1,111,50.45,54.375,138.11,22.1,29.1,"intermediate","wet","3"
"270-2013-0-268","wy",2013,2015,2,131,59.55,99.25,252.1,34.5,29.1,"wet","wet","1"
"270-2012-0-345","wy",2012,2015,3,153,69.55,120.25,305.44,15.8,29.1,"dry","wet","3"
"270-2012-0-340","wy",2012,2015,3,157,71.36,111.375,282.89,15.8,29.1,"dry","wet","3"
"270-2013-0-266","wy",2013,2015,2,151,68.64,94.5,240.03,34.5,29.1,"wet","wet","1"
"270-2014-0-451","wy",2014,2015,1,112,50.91,46,116.84,22.1,29.1,"intermediate","wet","3"
"270-2011-0-338","wy",2011,2015,4,198,90,186.25,473.08,14.1,29.1,"dry","wet","3"
"270-2012-0-342","wy",2012,2015,3,152,69.09,140.375,356.55,15.8,29.1,"dry","wet","3"
"270-2014-0-454","wy",2014,2015,1,110,50,57.125,145.1,22.1,29.1,"intermediate","wet","3"
"270-2014-0-455","wy",2014,2015,1,112,50.91,43.5,110.49,22.1,29.1,"intermediate","wet","3"
"270-2014-0-453","wy",2014,2015,1,100,45.45,35.75,90.81,22.1,29.1,"intermediate","wet","3"
"270-2013-0-272","wy",2013,2015,2,152,69.09,110.625,280.99,34.5,29.1,"wet","wet","1"
"270-2013-0-267","wy",2013,2015,2,131,59.55,110.25,280.04,34.5,29.1,"wet","wet","1"
"270-2011-0-340","wy",2011,2015,4,192,87.27,179.375,455.61,14.1,29.1,"dry","wet","3"
"270-2014-0-447","wy",2014,2015,1,98,44.55,46.875,119.06,22.1,29.1,"intermediate","wet","3"
"270-2013-0-264","wy",2013,2015,2,134,60.91,65.75,167,34.5,29.1,"wet","wet","1"
"270-2013-0-260","wy",2013,2015,2,132,60,106,269.24,34.5,29.1,"wet","wet","1"
"270-2013-0-265","wy",2013,2015,2,131,59.55,71.5,181.61,34.5,29.1,"wet","wet","1"
"270-2011-0-343","wy",2011,2015,4,167,75.91,116.375,295.59,14.1,29.1,"dry","wet","3"
"270-2012-0-153","wy",2012,2015,3,158,71.82,131.875,334.96,15.8,29.1,"dry","wet","3"
"270-2012-0-333","wy",2012,2015,3,161,73.18,138.125,350.84,15.8,29.1,"dry","wet","3"
"270-2012-0-343","wy",2012,2015,3,159,72.27,139.25,353.7,15.8,29.1,"dry","wet","3"
"270-2014-0-452","wy",2014,2016,2,127,57.73,69.5,176.53,22.1,20.2,"intermediate","intermediate","1"
"270-2015-0-557","wy",2015,2016,1,97,44.09,39.75,100.97,29.1,20.2,"intermediate","intermediate","1"
"270-2013-0-258","wy",2013,2016,3,139,63.18,108.125,274.64,34.5,20.2,"wet","intermediate","2"
"270-2011-0-341","wy",2011,2016,5,194,88.18,130.5,331.47,14.1,20.2,"dry","intermediate","3"
"270-2015-0-583","wy",2015,2016,1,101,45.91,57.375,145.73,29.1,20.2,"intermediate","intermediate","1"
"270-2011-0-339","wy",2011,2016,5,182,82.73,125.875,319.72,14.1,20.2,"dry","intermediate","3"
"270-2011-0-337","wy",2011,2016,5,203,92.27,145.125,368.62,14.1,20.2,"dry","intermediate","3"
"270-2011-0-345","wy",2011,2016,5,NA,NA,125.875,319.72,14.1,20.2,"dry","intermediate","3"
"270-2013-0-269","wy",2013,2016,3,161,73.18,108.25,274.96,34.5,20.2,"wet","intermediate","2"
"270-2012-0-153","wy",2012,2016,4,167,75.91,145.125,368.62,15.8,20.2,"dry","intermediate","3"
"270-2012-0-342","wy",2012,2016,4,169,76.82,160.875,408.62,15.8,20.2,"dry","intermediate","3"
"270-2013-0-272","wy",2013,2016,3,177,80.45,135,342.9,34.5,20.2,"wet","intermediate","2"
"270-2014-0-454","wy",2014,2016,2,145,65.91,106.875,271.46,22.1,20.2,"intermediate","intermediate","1"
"270-2015-0-553","wy",2015,2016,1,116,52.73,51.5,130.81,29.1,20.2,"intermediate","intermediate","1"
"270-2014-0-449","wy",2014,2016,2,162,73.64,115.75,294,22.1,20.2,"intermediate","intermediate","1"
"270-2014-0-444","wy",2014,2016,2,126,57.27,109.125,277.18,22.1,20.2,"intermediate","intermediate","1"
"270-2012-0-340","wy",2012,2016,4,136,61.82,144,365.76,15.8,20.2,"dry","intermediate","3"
"270-2011-0-340","wy",2011,2016,5,203,92.27,203.875,517.84,14.1,20.2,"dry","intermediate","3"
"270-2012-0-345","wy",2012,2016,4,161,73.18,129,327.66,15.8,20.2,"dry","intermediate","3"
"270-2013-0-264","wy",2013,2016,3,155,70.45,86.75,220.34,34.5,20.2,"wet","intermediate","2"
"270-2013-0-263","wy",2013,2016,3,129,58.64,87.375,221.93,34.5,20.2,"wet","intermediate","2"
"270-2012-0-330","wy",2012,2016,4,195,88.64,155.5,394.97,15.8,20.2,"dry","intermediate","3"
"270-2013-0-265","wy",2013,2016,3,152,69.09,100.125,254.32,34.5,20.2,"wet","intermediate","2"
"270-2011-0-335","wy",2011,2016,5,194,88.18,131.25,333.38,14.1,20.2,"dry","intermediate","3"
"270-2011-0-343","wy",2011,2016,5,200,90.91,129.875,329.88,14.1,20.2,"dry","intermediate","3"
"270-2014-0-447","wy",2014,2016,2,147,66.82,99.75,253.36,22.1,20.2,"intermediate","intermediate","1"
"270-2015-0-555","wy",2015,2016,1,116,52.73,36.125,91.76,29.1,20.2,"intermediate","intermediate","1"
"270-2011-0-338","wy",2011,2016,5,197,89.55,208.125,528.64,14.1,20.2,"dry","intermediate","3"
"270-2013-0-260","wy",2013,2016,3,153,69.55,138.25,351.16,34.5,20.2,"wet","intermediate","2"
"270-2013-0-268","wy",2013,2016,3,157,71.36,128,325.12,34.5,20.2,"wet","intermediate","2"
"270-2012-0-341","wy",2012,2016,4,174,79.09,124.5,316.23,15.8,20.2,"dry","intermediate","3"
"270-2012-0-333","wy",2012,2016,4,165,75,170.5,433.07,15.8,20.2,"dry","intermediate","3"
"270-2014-0-450","wy",2014,2016,2,117,53.18,64.5,163.83,22.1,20.2,"intermediate","intermediate","1"
"270-2015-0-586","wy",2015,2016,1,105,47.73,72,182.88,29.1,20.2,"intermediate","intermediate","1"
"270-2011-0-336","wy",2011,2016,5,222,100.91,141,358.14,14.1,20.2,"dry","intermediate","3"
"270-2015-0-551","wy",2015,2016,1,100,45.45,57.875,147,29.1,20.2,"intermediate","intermediate","1"
"270-2013-0-266","wy",2013,2016,3,167,75.91,129.125,327.98,34.5,20.2,"wet","intermediate","2"
"270-2013-0-271","wy",2013,2016,3,155,70.45,117.875,299.4,34.5,20.2,"wet","intermediate","2"
"270-2013-0-262","wy",2013,2016,3,157,71.36,182.75,464.18,34.5,20.2,"wet","intermediate","2"
"270-2015-0-589","wy",2015,2016,1,117,53.18,38.625,98.11,29.1,20.2,"intermediate","intermediate","1"
"270-2012-0-337","wy",2012,2016,4,178,80.91,161.625,410.53,15.8,20.2,"dry","intermediate","3"
"270-2014-0-448","wy",2014,2016,2,140,63.64,98.75,250.83,22.1,20.2,"intermediate","intermediate","1"
"270-2014-0-451","wy",2014,2016,2,129,58.64,81.5,207.01,22.1,20.2,"intermediate","intermediate","1"
"270-2014-0-446","wy",2014,2016,2,144,65.45,107.625,273.37,22.1,20.2,"intermediate","intermediate","1"
"270-2012-0-334","wy",2012,2016,4,192,87.27,144.875,367.98,15.8,20.2,"dry","intermediate","3"
"270-2014-0-455","wy",2014,2016,2,139,63.18,86.125,218.76,22.1,20.2,"intermediate","intermediate","1"
"270-2015-0-549","wy",2015,2016,1,107,48.64,22.25,56.52,29.1,20.2,"intermediate","intermediate","1"
"270-2012-0-344","wy",2012,2016,4,192,87.27,171.125,434.66,15.8,20.2,"dry","intermediate","3"
"270-2011-0-338","wy",2011,2017,6,205,93.18,187.125,475.3,14.1,24.61,"dry","intermediate","3"
"270-2014-0-449","wy",2014,2017,3,171,77.73,146.5,372.11,22.1,24.61,"intermediate","intermediate","1"
"270-2011-0-336","wy",2011,2017,6,210,95.45,152.25,386.72,14.1,24.61,"dry","intermediate","3"
"270-2013-0-263","wy",2013,2017,4,176,80,105.25,267.34,34.5,24.61,"wet","intermediate","2"
"270-2014-0-444","wy",2014,2017,3,142,64.55,126,320.04,22.1,24.61,"intermediate","intermediate","1"
"270-2016-0-648","wy",2016,2017,1,117,53.18,30,76.2,20.2,24.61,"intermediate","intermediate","1"
"270-2015-0-558","wy",2015,2017,2,130,59.09,96,243.84,29.1,24.61,"intermediate","intermediate","1"
"270-2011-0-343","wy",2011,2017,6,180,81.82,134.625,341.95,14.1,24.61,"dry","intermediate","3"
"270-2015-0-586","wy",2015,2017,2,139,63.18,114.5,290.83,29.1,24.61,"intermediate","intermediate","1"
"270-2011-0-341","wy",2011,2017,6,166,75.45,128,325.12,14.1,24.61,"dry","intermediate","3"
"270-2016-0-653","wy",2016,2017,1,96,43.64,32.125,81.6,20.2,24.61,"intermediate","intermediate","1"
"270-2014-0-448","wy",2014,2017,3,165,75,122.125,310.2,22.1,24.61,"intermediate","intermediate","1"
"270-2011-0-337","wy",2011,2017,6,207,94.09,152.25,386.72,14.1,24.61,"dry","intermediate","3"
"270-2016-0-673","wy",2016,2017,1,86,39.09,35.375,89.85,20.2,24.61,"intermediate","intermediate","1"
"270-2015-0-551","wy",2015,2017,2,113,51.36,98,248.92,29.1,24.61,"intermediate","intermediate","1"
"270-2014-0-451","wy",2014,2017,3,172,78.18,106,269.24,22.1,24.61,"intermediate","intermediate","1"
"270-2011-0-340","wy",2011,2017,6,194,88.18,194.25,493.4,14.1,24.61,"dry","intermediate","3"
"270-2012-0-337","wy",2012,2017,5,170,77.27,151.25,384.18,15.8,24.61,"dry","intermediate","3"
"270-2013-0-264","wy",2013,2017,4,153,69.55,102.75,260.98,34.5,24.61,"wet","intermediate","2"
"270-2016-0-651","wy",2016,2017,1,82,37.27,47,119.38,20.2,24.61,"intermediate","intermediate","1"
"270-2015-0-583","wy",2015,2017,2,130,59.09,115,292.1,29.1,24.61,"intermediate","intermediate","1"
"270-2013-0-260","wy",2013,2017,4,169,76.82,151.875,385.76,34.5,24.61,"wet","intermediate","2"
"270-2013-0-271","wy",2013,2017,4,147,66.82,118.75,301.62,34.5,24.61,"wet","intermediate","2"
"270-2014-0-455","wy",2014,2017,3,167,75.91,111.75,283.85,22.1,24.61,"intermediate","intermediate","1"
"270-2015-0-552","wy",2015,2017,2,134,60.91,68.125,173.04,29.1,24.61,"intermediate","intermediate","1"
"270-2012-0-342","wy",2012,2017,5,197,89.55,175.125,444.82,15.8,24.61,"dry","intermediate","3"
"270-2014-0-447","wy",2014,2017,3,144,65.45,126.875,322.26,22.1,24.61,"intermediate","intermediate","1"
"270-2013-0-265","wy",2013,2017,4,149,67.73,113,287.02,34.5,24.61,"wet","intermediate","2"
"270-2013-0-258","wy",2013,2017,4,157,71.36,111.5,283.21,34.5,24.61,"wet","intermediate","2"
"270-2012-0-334","wy",2012,2017,5,202,91.82,156.125,396.56,15.8,24.61,"dry","intermediate","3"
"270-2015-0-549","wy",2015,2017,2,130,59.09,60.625,153.99,29.1,24.61,"intermediate","intermediate","1"
"270-2016-0-652","wy",2016,2017,1,102,46.36,33,83.82,20.2,24.61,"intermediate","intermediate","1"
"270-2014-0-450","wy",2014,2017,3,130,59.09,89.5,227.33,22.1,24.61,"intermediate","intermediate","1"
"270-2011-0-335","wy",2011,2017,6,193,87.73,132.125,335.6,14.1,24.61,"dry","intermediate","3"
"270-2015-0-557","wy",2015,2017,2,128,58.18,73.25,186.06,29.1,24.61,"intermediate","intermediate","1"
"270-2014-0-446","wy",2014,2017,3,159,72.27,136.375,346.39,22.1,24.61,"intermediate","intermediate","1"
"270-2013-0-262","wy",2013,2017,4,136,61.82,230.875,586.42,34.5,24.61,"wet","intermediate","2"
"270-2012-0-333","wy",2012,2017,5,180,81.82,177.875,451.8,15.8,24.61,"dry","intermediate","3"
"270-2014-0-454","wy",2014,2017,3,158,71.82,136.125,345.76,22.1,24.61,"intermediate","intermediate","1"
"270-2015-0-555","wy",2015,2017,2,143,65,89.25,226.7,29.1,24.61,"intermediate","intermediate","1"
"270-2014-0-453","wy",2014,2017,3,141,64.09,101.125,256.86,22.1,24.61,"intermediate","intermediate","1"
"270-2015-0-553","wy",2015,2017,2,104,47.27,102.25,259.72,29.1,24.61,"intermediate","intermediate","1"
"270-2016-0-676","wy",2016,2017,1,97,44.09,41.625,105.73,20.2,24.61,"intermediate","intermediate","1"
"270-2012-0-340","wy",2012,2017,5,172,78.18,139.25,353.7,15.8,24.61,"dry","intermediate","3"
"270-2012-0-344","wy",2012,2017,5,175,79.55,183.625,466.41,15.8,24.61,"dry","intermediate","3"
"270-2015-0-589","wy",2015,2017,2,144,65.45,91.875,233.36,29.1,24.61,"intermediate","intermediate","1"
"270-2013-0-272","wy",2013,2017,4,NA,NA,135.125,343.22,34.5,24.61,"wet","intermediate","2"
"270-2012-0-153","wy",2012,2017,5,175,79.55,157.25,399.42,15.8,24.61,"dry","intermediate","3"
"270-2014-0-443","wy",2014,2017,3,153,69.55,140.125,355.92,22.1,24.61,"intermediate","intermediate","1"
"270-2012-0-330","wy",2012,2017,5,178,80.91,166.875,423.86,15.8,24.61,"dry","intermediate","3"
