Unique Buck Code #,Date ,Capture Year,Birth Year,Captured ,Released,Sex,Age,Weight,Tag Color,Button Color,Tag # Rt,Tag # Left,Sire,DMP or Pasture,# Typical Points,# Total Points,Total Mass,B&C Score,Rounded B&C (=rounddown),Rounded B&C (=mround) to 5,True Spike (2 pts) or Forked As Yearling ,TP&W Spike (2 or 3 pts) or Forked As Yearling ,Pit Tag #,Deer Name,Ear Tag Radio Frequency,Comments,Gray Face,Roman Nose,Wrinkled Around Ears,Loose Skin Around Face,Loose Skin Around Neck,Loose Skin Around Chest,Circumference around the Face at the Eyes,Circumference at midpoint between tip of Nose and Eyes,Distance between a line running between the eyes and the Nose Tip,Ear tip to Ear tip,Stomach Girth:,Neck Circumference:,Vertical Height of Tarsal Glands:,Horizontal Width of Tarsal Glands,Staining on Tarsal Glands:,Ratio of Circum at Eyes to Dist Eyes-Nose Tip,Ratio Circum at Eyes to Circum Mid Point
90-2020-0-2077,11/18/20,2020,2020,East Yana,East Yana,Male,0.5,27,Blue,Blue,2077,2077,,Pasture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90-2021-0-2184,11/17/21,2021,2021,East Yana,East Yana,Male,0.5,31,Green,Green,2184,2184,,Pasture,,,,,,,,,989001040446798,,,,,,,,,,,,,,,,,,,,
270-2021-1-2131,11/18/21,2021,2021,West Yana,West Yana,Male,0.5,33,Green,Blue,2131,2131,Hillbilly Jim,DMP,,,,,,,,,982000407647651,,,,,,,,,,,,,,,,,,,,
90-2022-0-169,11/16/22,2022,2022,East Yana,East Yana,Male,0.5,33,Purple,Purple,169,169,,Pasture,,,,,,,,,989001040461807,,,,,,,,,,,,,,,,,,,  ,  
270-2021-1-2129,11/18/21,2021,2021,West Yana,West Yana,Male,0.5,36,Green,Yellow,2129,2129,Grade Schooler,DMP,,,,,,,,,982000407648464,,,marked as a female in 2021 summer fawn tagging  schedule,,,,,,,,,,,,,,,,,
90-2012-0-323,10/30/12,2012,2012,East Yana,East Yana,Male,0.5,37,Yellow,Yellow,323,323,,Pasture,,,,,,,,,982000190552367,,,,,,,,,,,,,,,,,,,,
90-2011-0-357,11/3/11,2011,2011,East Yana,East Yana,Male,0.5,38,White,White,357,357,,Pasture,,,,,,,Spike,Spike,982000163652541,,,,,,,,,,,,,,,,,,,,
90-2012-0-320,10/30/12,2012,2012,East Yana,East Yana,Male,0.5,38,Yellow,Yellow,320,320,,Pasture,,,,,,,,,982000190213557,,,,,,,,,,,,,,,,,,,,
90-2021-0-2188,11/17/21,2021,2021,East Yana,East Yana,Male,0.5,38,Green,Green,2188,2188,,Pasture,,,,,,,Spike,Spike,989001040448112,,,,,,,,,,,,,,,,,,,,
270-2021-1-2139,11/18/21,2021,2021,West Yana,West Yana,Male,0.5,39,Green,Yellow,2139,2139,Grade Schooler,DMP,,,,,,,,,989001040448275,,,,,,,,,,,,,,,,,,,,
90-2011-0-352,11/2/11,2011,2011,East Yana,East Yana,Male,0.5,39,White,White,352,352,,Pasture,,,,,,,Forked,Forked,982000163651193,,,,,,,,,,,,,,,,,,,,
90-2021-0-2177,11/17/21,2021,2021,East Yana,East Yana,Male,0.5,39,Green,Green,2177,2177,,Pasture,,,,,,,Spike,Spike,989001040448339,,,,,,,,,,,,,,,,,,,,
90-2020-0-2089,11/19/20,2020,2020,East Yana,East Yana,Male,0.5,40,Blue,Blue,2089,2089,,Pasture,,,,,,,Spike,Spike,982000407647342,,,,,,,,,,,,,,,,,,,,
270-2013-0-262,11/14/13,2013,2013,West Yana,West Yana,Male,0.5,41,Red,Green,262,262,,Pasture,,,,,,,,,989001001238078,,,,,,,,,,,,,,,,,,,,
270-2013-0-267,11/14/13,2013,2013,West Yana,West Yana,Male,0.5,41,Red,Green,267,267,,Pasture,,,,,,,Spike,Spike,989001001238101,,,,,,,,,,,,,,,,,,,,
270-2014-0-450,10/29/14,2014,2014,West Yana,West Yana,Male,0.5,41,Blue,Red,450,450,,Pasture,,,,,,,,,982000364325430,,,,,,,,,,,,,,,,,,,,
270-2015-0-554,12/9/15,2015,2015,West Yana,West Yana,Male,0.5,41,Green,Red,554,554,,Pasture,,,,,,,,,982000363985245,,,,,,,,,,,,,,,,,,,,
270-2022-1-140,11/17/22,2022,2022,West Yana,West Yana,Male,0.5,41,Purple,Green,140,149,Headache,DMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ,  
90-2009-0-056,12/1/09,2009,2009,East Yana,East Yana,Male,0.5,41,Green ,Green,56,56,,Pasture,,,,,,,Spike,Spike,985121012491175,,,,,,,,,,,,,,,,,,,,
90-2017-0-778,12/21/17,2017,2017,East Yana,East Yana,Male,0.5,41,White,White,778,778,,Pasture,,,,,,,Spike,Spike,982000419806040,,,,,,,,,,,,,,,,,,,,
270-2014-0-447,10/29/14,2014,2014,West Yana,West Yana,Male,0.5,42,Blue,Red,447,447,,Pasture,,,,,,,Forked,Forked,982000364008223,,,,,,,,,,,,,,,,,,,,
270-2016-0-657,12/7/16,2016,2016,West Yana,West Yana,Male,0.5,42,Purple,Red,657,657,,Pasture,,,,,,,,,982000419806059,,,,,,,,,,,,,,,,,,,,
270-2022-1-116,11/17/22,2022,2022,West Yana,West Yana,Male,0.5,42,Purple,Yellow,116,116,Milkman,DMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ,  
90-2011-0-355,11/2/11,2011,2011,East Yana,East Yana,Male,0.5,42,White,White,355,355,,Pasture,,,,,,,Spike,Spike,982000163663051,,,,,,,,,,,,,,,,,,,,
90-2020-0-2092,11/19/20,2020,2020,East Yana,East Yana,Male,0.5,42,Blue,Blue,2092,2092,,Pasture,,,,,,,Spike,Spike,982000407647001,,,,,,,,,,,,,,,,,,,,
90-2021-0-2178,11/17/21,2021,2021,East Yana,East Yana,Male,0.5,42,Green,Green,2178,2178,,Pasture,,,,,,,,,989001040448162,,,,,,,,,,,,,,,,,,,,
270-2012-0-332,10/31/12,2012,2012,West Yana,West Yana,Male,0.5,43,Yellow,Red,332,332,,Pasture,,,,,,,Forked,Forked,982000163695036,,,,,,,,,,,,,,,,,,,,
90-2011-0-353,11/2/11,2011,2011,East Yana,East Yana,Male,0.5,43,White,White,353,353,,Pasture,,,,,,,,,982000163682381,,,,,,,,,,,,,,,,,,,,
90-2012-0-326,10/30/12,2012,2012,East Yana,East Yana,Male,0.5,43,Yellow,Yellow,326,326,,Pasture,,,,,,,Spike,Spike,982000167792154,,,,,,,,,,,,,,,,,,,,
90-2012-0-347,10/31/12,2012,2012,East Yana,East Yana,Male,0.5,43,Yellow,Yellow,347,347,,Pasture,,,,,,,Spike,Spike,982000163651743,,,,,,,,,,,,,,,,,,,,
90-2014-0-462,10/29/14,2014,2014,East Yana,East Yana,Male,0.5,43,Blue,Blue,462,462,,Pasture,,,,,,,Spike,Spike,982000364324645,,,,,,,,,,,,,,,,,,,,
270-2011-0-339,1/4/12,2011,2011,West Yana,West Yana,Male,0.5,44,White,Red,339,339,,Pasture,,,,,,,Spike,Spike,,,,,,,,,,,,,,,,,,,,,
270-2016-0-647,12/7/16,2016,2016,West Yana,West Yana,Male,0.5,44,Purple,Red,647,647,,Pasture,,,,,,,,,982000419805990,,,,,,,,,,,,,,,,,,,,
270-2022-0-184,11/17/22,2022,2022,West Yana,West Yana,Male,0.5,44,Purple,Red,184,184,Pasture,Pasture,,,,,,,,,989001040461656,,,,,,,,,,,,,,,,,,,  ,  
270-2022-1-110,11/17/22,2022,2022,West Yana,West Yana,Male,0.5,44,Purple,Yellow,110,110,MIlkman,DMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ,  
90-2009-0-061,12/1/09,2009,2009,East Yana,East Yana,Male,0.5,44,Green ,Green,61,61,,Pasture,,,,,,,,,985121012522543,,,,,,,,,,,,,,,,,,,,
90-2012-0-324,10/30/12,2012,2012,East Yana,East Yana,Male,0.5,44,Yellow,Yellow,324,324,,Pasture,,,,,,,Forked,Forked,982000190373825,,,,,,,,,,,,,,,,,,,,
90-2020-0-2079,11/18/20,2020,2020,East Yana,East Yana,Male,0.5,44,Blue,Blue,2079,2079,,Pasture,,,,,,,Forked,Forked,,,,,,,,,,,,,,,,,,,,,
270-2011-0-335,1/4/12,2011,2011,West Yana,West Yana,Male,0.5,45,White,Red,335,335,,Pasture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270-2020-0-2093,11/19/20,2020,2020,West Yana,West Yana,Male,0.5,45,Blue,Red,2093,2093,,Pasture,,,,,,,,,982000407672484,,,,,,,,,,,,,,,,,,,,
270-2021-1-2125,11/18/21,2021,2021,West Yana,West Yana,Male,0.5,45,Green,Blue,2125,2125,Hillbilly Jim,DMP,,,,,,,,,982000407646914,,,,,,,,,,,,,,,,,,,,
270-2022-1-106,11/17/22,2022,2022,West Yana,West Yana,Male,0.5,45,purple,Yellow,106,106,Milkman,DMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ,  
270-2022-1-115,11/17/22,2022,2022,West Yana,West Yana,Male,0.5,45,purple,Yellow,115,115,Milkman,DMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ,  
90-2007-0-039,12/4/07,2007,2007,East Yana,East Yana,Male,0.5,45,Red,Red,39,39,,Pasture,,,,,,,Spike,Spike,985121004915564,,,,,,,,,,,,,,,,,,,,
90-2022-0-159,11/16/22,2022,2022,East Yana,East Yana,Male,0.5,45,Purple,Purple,159,159,,Pasture,,,,,,,,,989001040460685,,,,,,,,,,,,,,,,,,,  ,  
270-2012-0-335,10/31/12,2012,2012,West Yana,West Yana,Male,0.5,46,Yellow,Red,335,335,,Pasture,,,,,,,Spike,Spike,982000163695375,,,,,,,,,,,,,,,,,,,,
270-2015-0-548,12/9/15,2015,2015,West Yana,West Yana,Male,0.5,46,Green,Red,548,548,,Pasture,,,,,,,,,982000365029847,,,,,,,,,,,,,,,,,,,,
270-2020-0-2095,11/19/20,2020,2020,West Yana,West Yana,Male,0.5,46,Blue,Red,2095,2095,,Pasture,,,,,,,Spike,Spike,982000407647097,,,,,,,,,,,,,,,,,,,,
90-2011-0-354,11/2/11,2011,2011,East Yana,East Yana,Male,0.5,46,White,White,354,354,,Pasture,,,,,,,Spike,Spike,982000163670776,,,,,,,,,,,,,,,,,,,,
90-2013-0-284,11/14/13,2013,2013,East Yana,East Yana,Male,0.5,46,Red,Red,284,284,,Pasture,,,,,,,,,989001001238124,,,,,,,,,,,,,,,,,,,,
90-2021-0-2185,11/17/21,2021,2021,East Yana,East Yana,Male,0.5,46,Green,Green,2185,2185,,Pasture,,,,,,,,,989001040446733,,,Noticed he had a Broken Leg as he ran off,,,,,,,,,,,,,,,,,
90-2021-0-2189,11/17/21,2021,2021,East Yana,East Yana,Male,0.5,46,Green,Green,2189,2189,,Pasture,,,,,,,Spike,Spike,989001040447030,,,,,,,,,,,,,,,,,,,,
270-2012-0-339,10/31/12,2012,2012,West Yana,West Yana,Male,0.5,47,Yellow,Red,339,339,,Pasture,,,,,,,Forked,Spike,982000149985729,,,,,,,,,,,,,,,,,,,,
270-2019-0-947,11/15/19,2019,2019,West Yana,West Yana,Male,0.5,47,Red,Black,947,947,,Pasture,,,,,,,,,985111000000000,,,,,,,,,,,,,,,,,,,,
90-2011-0-364,11/3/11,2011,2011,East Yana,East Yana,Male,0.5,47,White,White,364,364,,Pasture,,,,,,,,,982000163652106,,,,,,,,,,,,,,,,,,,,
90-2013-0-277,11/14/13,2013,2013,East Yana,East Yana,Male,0.5,47,Red,Red,277,277,,Pasture,,,,,,,,,989001001238056,,,,,,,,,,,,,,,,,,,,
90-2014-0-468,10/29/14,2014,2014,East Yana,East Yana,Male,0.5,47,Blue,Blue,468,468,,Pasture,,,,,,,Forked,Forked,982000364008957,,,,,,,,,,,,,,,,,,,,
90-2020-0-2090,11/19/20,2020,2020,East Yana,East Yana,Male,0.5,47,Blue,Blue,2090,2090,,Pasture,,,,,,,,,982000407646946,,,,,,,,,,,,,,,,,,,,
90-2021-0-2179,11/17/21,2021,2021,East Yana,East Yana,Male,0.5,47,Green,Green,2179,2179,,Pasture,,,,,,,Spike,Spike,989001040448094,,,,,,,,,,,,,,,,,,,,
90-2021-0-2183,11/17/21,2021,2021,East Yana,East Yana,Male,0.5,47,Green,Green,2183,2183,,Pasture,,,,,,,Spike,Spike,989001040448091,,,,,,,,,,,,,,,,,,,,
270-2012-0-337,10/31/12,2012,2012,West Yana,West Yana,Male,0.5,48,Yellow,Red,337,337,,Pasture,,,,,,,Forked,Forked,982000163652043,,,,,,,,,,,,,,,,,,,,
270-2016-0-656,12/7/16,2016,2016,West Yana,West Yana,Male,0.5,48,Purple,Red,656,656,,Pasture,,,,,,,,,982000419806014,,,,,,,,,,,,,,,,,,,,
270-2017-0-746,12/6/17,2017,2017,West Yana,West Yana,Male,0.5,48,White,Red,746,746,,Pasture,,,,,,,,,982000419805402,,,,,,,,,,,,,,,,,,,,
270-2022-0-185,11/17/22,2022,2022,West Yana,West Yana,Male,0.5,48,Purple,Red,185,185,Pasture,Pasture,,,,,,,,,989001040461657,,,,,,,,,,,,,,,,,,,  ,  
90-2007-0-035,12/4/07,2007,2007,East Yana,East Yana,Male,0.5,48,Red,Red,35,35,,Pasture,,,,,,,,,985121004924929,,,,,,,,,,,,,,,,,,,,
90-2011-0-360,11/3/11,2011,2011,East Yana,East Yana,Male,0.5,48,White,White,360,360,,Pasture,,,,,,,Forked,Forked,982000163687973,,,,,,,,,,,,,,,,,,,,
90-2011-0-361,11/3/11,2011,2011,East Yana,East Yana,Male,0.5,48,White,White,361,361,,Pasture,,,,,,,,,982000163688040,,,,,,,,,,,,,,,,,,,,
90-2014-0-465,10/29/14,2014,2014,East Yana,East Yana,Male,0.5,48,Blue,Blue,465,465,,Pasture,,,,,,,Forked,Forked,982000364324627,,,,,,,,,,,,,,,,,,,,
90-2014-0-467,10/29/14,2014,2014,East Yana,East Yana,Male,0.5,48,Blue,Blue,467,467,,Pasture,,,,,,,,,982000364307509,,,,,,,,,,,,,,,,,,,,
90-2014-0-470,10/29/14,2014,2014,East Yana,East Yana,Male,0.5,48,Blue,Blue,470,470,,Pasture,,,,,,,Spike,Spike,982000364308696,,,,,,,,,,,,,,,,,,,,
270-2011-0-336,1/4/12,2011,2011,West Yana,West Yana,Male,0.5,49,White,Red,336,336,,Pasture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270-2011-0-337,1/4/12,2011,2011,West Yana,West Yana,Male,0.5,49,White,Red,337,337,,Pasture,,,,,,,Spike,Spike,,,,,,,,,,,,,,,,,,,,,
270-2012-0-345,10/31/12,2012,2012,West Yana,West Yana,Male,0.5,49,Yellow,Red,345,345,,Pasture,,,,,,,Forked,Forked,982000163652352,,,,,,,,,,,,,,,,,,,,
270-2021-0-2172,11/18/21,2021,2021,West Yana,West Yana,Male,0.5,49,Green,Red,2172,2172,,Pasture,,,,,,,,,989001040448466,,,,,,,,,,,,,,,,,,,,
270-2021-1-2126,11/18/21,2021,2021,West Yana,West Yana,Male,0.5,49,Green,Blue,2126,2126,Hillbilly Jim,DMP,,,,,,,Spike,Spike,982000407647168,,,,,,,,,,,,,,,,,,,,
270-2022-1-113,11/17/22,2022,2022,West Yana,West Yana,Male,0.5,49,Purple,Yellow,113,113,Milkman,DMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ,  
90-2015-0-580,12/10/15,2015,2015,East Yana,East Yana,Male,0.5,49,Green,Green,580,580,,Pasture,,,,,,,,,982000365080554,,,,,,,,,,,,,,,,,,,,
90-2022-0-163,11/16/22,2022,2022,East Yana,East Yana,Male,0.5,49,Purple,Purple,163,163,,Pasture,,,,,,,,,989001040448099,,,,,,,,,,,,,,,,,,,  ,  
270-2013-0-271,11/14/13,2013,2013,West Yana,West Yana,Male,0.5,50,Red,Green,271,271,,Pasture,,,,,,,Forked,Forked,989001001238085,,,,,,,,,,,,,,,,,,,,
270-2016-0-674,1/5/17,2016,2016,West Yana,West Yana,Male,0.5,50,Purple,Red,674,674,,Pasture,,,,,,,,,982000364890273,,,,,,,,,,,,,,,,,,,,
270-2017-0-747,12/6/17,2017,2017,West Yana,West Yana,Male,0.5,50,White,Red,747,747,,Pasture,,,,,,,Forked,Forked,982000419805384,,,,,,,,,,,,,,,,,,,,
270-2022-0-183,11/17/22,2022,2022,West Yana,West Yana,Male,0.5,50,Purple,Red,183,183,Pasture,Pasture,,,,,,,,,989001040448164,,,,,,,,,,,,,,,,,,,  ,  
270-2022-1-138,11/17/22,2022,2022,West Yana,West Yana,Male,0.5,50,Purple,Green,138,138,Headache,DMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ,  
90-2007-0-019,12/4/07,2007,2007,East Yana,East Yana,Male,0.5,50,Red,Red,19,19,,Pasture,,,,,,,Spike,Spike,985121006767965,,,,,,,,,,,,,,,,,,,,
90-2011-0-365,1/4/12,2011,2011,East Yana,East Yana,Male,0.5,50,White,White,365,365,,Pasture,,,,,,,Forked,Forked,,,,,,,,,,,,,,,,,,,,,
90-2012-0-350,10/31/12,2012,2012,East Yana,East Yana,Male,0.5,50,Yellow,Yellow,350,350,,Pasture,,,,,,,Forked,Forked,982000163671245,,,,,,,,,,,,,,,,,,,,
90-2013-0-275,11/14/13,2013,2013,East Yana,East Yana,Male,0.5,50,Red,Red,275,275,,Pasture,,,,,,,Forked,Forked,989001001238099,,,,,,,,,,,,,,,,,,,,
90-2014-0-459,10/29/14,2014,2014,East Yana,East Yana,Male,0.5,50,Blue,Blue,459,459,,Pasture,,,,,,,,,982000363980867,,,,,,,,,,,,,,,,,,,,
90-2014-0-466,10/29/14,2014,2014,East Yana,East Yana,Male,0.5,50,Blue,Blue,466,466,,Pasture,,,,,,,Forked,Spike,982000363959251,,,,,,,,,,,,,,,,,,,,
90-2014-0-469,10/29/14,2014,2014,East Yana,East Yana,Male,0.5,50,Blue,Blue,469,469,,Pasture,,,,,,,Forked,Forked,982000364328424,,,,,,,,,,,,,,,,,,,,
90-2020-0-2078,11/18/20,2020,2020,East Yana,East Yana,Male,0.5,50,Blue,Blue,2078,2078,,Pasture,,,,,,,Spike,Spike,,,,,,,,,,,,,,,,,,,,,
270-2012-0-343,10/31/12,2012,2012,West Yana,West Yana,Male,0.5,51,Yellow,Red,343,343,,Pasture,,,,,,,Forked,Forked,982000163662826,,,,,,,,,,,,,,,,,,,,
270-2012-0-344,10/31/12,2012,2012,West Yana,West Yana,Male,0.5,51,Yellow,Red,344,344,,Pasture,,,,,,,Forked,Forked,982000163652438,,,,,,,,,,,,,,,,,,,,
270-2013-0-269,11/14/13,2013,2013,West Yana,West Yana,Male,0.5,51,Red,Green,269,269,,Pasture,,,,,,,,,989001001238138,,,,,,,,,,,,,,,,,,,,
270-2014-0-448,10/29/14,2014,2014,West Yana,West Yana,Male,0.5,51,Blue,Red,448,448,,Pasture,,,,,,,Forked,Forked,982000364008448,,,,,,,,,,,,,,,,,,,,
270-2015-0-588,12/10/15,2015,2015,West Yana,West Yana,Male,0.5,51,Green,Red,588,588,,Pasture,,,,,,,,,982000365011540,,,,,,,,,,,,,,,,,,,,
270-2016-0-673,1/5/17,2016,2016,West Yana,West Yana,Male,0.5,51,Purple,Red,673,673,,Pasture,,,,,,,Spike,Spike,982000364944325,,,,,,,,,,,,,,,,,,,,
270-2016-0-677,1/5/17,2016,2016,West Yana,West Yana,Male,0.5,51,Purple,Red,677,677,,Pasture,,,,,,,,,982000364954866,,,,,,,,,,,,,,,,,,,,
270-2018-0-864,11/29/18,2018,2018,West Yana,West Yana,Male,0.5,51,Yellow,Purple,864,864,,Pasture,,,,,,,Spike,Spike,982000408565579,,,,,,,,,,,,,,,,,,,,
90-2008-0-052,11/10/08,2008,2008,East Yana,East Yana,Male,0.5,51,Blue,Blue,52,52,,Pasture,,,,,,,Forked,Forked,985121004882574,,,,,,,,,,,,,,,,,,,,
90-2012-0-322,10/30/12,2012,2012,East Yana,East Yana,Male,0.5,51,Yellow,Yellow,322,322,,Pasture,,,,,,,,,982000190214159,,,,,,,,,,,,,,,,,,,,
90-2014-0-460,10/29/14,2014,2014,East Yana,East Yana,Male,0.5,51,Blue,Blue,460,460,,Pasture,,,,,,,Forked,Forked,982000363979968,,,,,,,,,,,,,,,,,,,,
90-2015-0-569,12/10/15,2015,2015,East Yana,East Yana,Male,0.5,51,Green,Green,569,569,,Pasture,,,,,,,Forked,Forked,982000364943637,,,,,,,,,,,,,,,,,,,,
90-2016-0-667,1/5/17,2016,2016,East Yana,East Yana,Male,0.5,51,Purple,Purple,667,667,,Pasture,,,,,,,Spike,Spike,982000364905715,,,,,,,,,,,,,,,,,,,,
90-2018-0-855,11/28/18,2018,2018,East Yana,East Yana,Male,0.5,51,Yellow,Yellow,855,855,,Pasture,,,,,,,Forked,Forked,982000408563954,,,,,,,,,,,,,,,,,,,,
90-2018-0-861,11/28/18,2018,2018,East Yana,East Yana,Male,0.5,51,Yellow,Yellow,861,861,,Pasture,,,,,,,Forked,Spike,982000408563590,,,,,,,,,,,,,,,,,,,,
90-2021-0-2182,11/17/21,2021,2021,East Yana,East Yana,Male,0.5,51,Green,Green,2182,2182,,Pasture,,,,,,,Spike,Spike,989001040447886,,,,,,,,,,,,,,,,,,,,
270-2011-0-341,1/4/12,2011,2011,West Yana,West Yana,Male,0.5,52,White,Red,341,341,,Pasture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270-2013-0-260,11/14/13,2013,2013,West Yana,West Yana,Male,0.5,52,Red,Green,260,260,,Pasture,,,,,,,Spike,Spike,989001001238129,,,,,,,,,,,,,,,,,,,,
270-2013-0-266,11/14/13,2013,2013,West Yana,West Yana,Male,0.5,52,Red,Green,266,266,,Pasture,,,,,,,Forked,Spike,989001001238148,,,,,,,,,,,,,,,,,,,,
270-2013-0-270,11/14/13,2013,2013,West Yana,West Yana,Male,0.5,52,Red,Green,270,270,,Pasture,,,,,,,Forked,Forked,989001001238058,,,,,,,,,,,,,,,,,,,,
270-2014-0-443,10/29/14,2014,2014,West Yana,West Yana,Male,0.5,52,Blue,Red,443,443,,Pasture,,,,,,,Forked,Forked,982000364325353,,,,,,,,,,,,,,,,,,,,
270-2014-0-455,10/29/14,2014,2014,West Yana,West Yana,Male,0.5,52,Blue,Red,455,455,,Pasture,,,,,,,Forked,Spike,982000364327944,,,,,,,,,,,,,,,,,,,,
270-2015-0-550,12/9/15,2015,2015,West Yana,West Yana,Male,0.5,52,Green,Red,550,550,,Pasture,,,,,,,,,982000364949598,,,,,,,,,,,,,,,,,,,,
270-2022-1-105,11/17/22,2022,2022,West Yana,West Yana,Male,0.5,52,Purple,Yellow,105,105,Milkman,DMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ,  
90-2011-0-359,11/3/11,2011,2011,East Yana,East Yana,Male,0.5,52,White,White,359,359,,Pasture,,,,,,,,,982000163651974,,,,,,,,,,,,,,,,,,,,
90-2012-0-325,10/30/12,2012,2012,East Yana,East Yana,Male,0.5,52,Yellow,Yellow,325,325,,Pasture,,,,,,,,,982000167846091,,,,,,,,,,,,,,,,,,,,
90-2014-0-461,10/29/14,2014,2014,East Yana,East Yana,Male,0.5,52,Blue,Blue,461,461,,Pasture,,,,,,,,,982000364015443,,,,,,,,,,,,,,,,,,,,
90-2018-0-860,11/28/18,2018,2018,East Yana,East Yana,Male,0.5,52,Yellow,Yellow,860,860,,Pasture,,,,,,,Forked,Spike,982000408557596,,,,,,,,,,,,,,,,,,,,
90-2021-0-2187,11/17/21,2021,2021,East Yana,East Yana,Male,0.5,52,Green,Green,2187,2187,,Pasture,,,,,,,Spike,Spike,989001040447226,,,,,,,,,,,,,,,,,,,,
90-2022-0-164,11/16/22,2022,2022,East Yana,East Yana,Male,0.5,52,Purple,Purple,164,164,,Pasture,,,,,,,,,989001040448016,,,,,,,,,,,,,,,,,,,  ,  
270-2012-0-334,10/31/12,2012,2012,West Yana,West Yana,Male,0.5,53,Yellow,Red,334,334,,Pasture,,,,,,,Forked,Spike,982000163668526,,,,,,,,,,,,,,,,,,,,
270-2014-0-452,10/29/14,2014,2014,West Yana,West Yana,Male,0.5,53,Blue,Red,452,452,,Pasture,,,,,,,,,982000364327983,,,,,,,,,,,,,,,,,,,,
270-2014-0-454,10/29/14,2014,2014,West Yana,West Yana,Male,0.5,53,Blue,Red,454,454,,Pasture,,,,,,,Forked,Forked,982000364306885,,,,,,,,,,,,,,,,,,,,
270-2016-0-651,12/7/16,2016,2016,West Yana,West Yana,Male,0.5,53,Purple,Red,651,651,,Pasture,,,,,,,Forked,Forked,982000419805935,,,,,,,,,,,,,,,,,,,,
270-2017-0-748,12/6/17,2017,2017,West Yana,West Yana,Male,0.5,53,White,Red,748,748,,Pasture,,,,,,,Forked,Forked,982000419805362,,,,,,,,,,,,,,,,,,,,
270-2019-0-945,11/15/19,2019,2019,West Yana,West Yana,Male,0.5,53,Red,Black,945,945,,Pasture,,,,,,,,,985111000000000,,,,,,,,,,,,,,,,,,,,
270-2019-0-966,1/16/20,2019,2019,West Yana,West Yana,Male,0.5,53,Red,Black,966,966,,Pasture,,,,,,,,,982000408557908,,,,,,,,,,,,,,,,,,,,
90-2011-0-356,11/2/11,2011,2011,East Yana,East Yana,Male,0.5,53,White,White,356,356,,Pasture,,,,,,,Forked,Forked,982000163686968,,,,,,,,,,,,,,,,,,,,
90-2011-0-363,11/3/11,2011,2011,East Yana,East Yana,Male,0.5,53,White,White,363,363,,Pasture,,,,,,,Spike,Spike,982000163651996,,,,,,,,,,,,,,,,,,,,
90-2012-0-001,10/31/12,2012,2012,East Yana,East Yana,Male,0.5,53,Yellow,Yellow,1,1,,Pasture,,,,,,,,,982000163663489,,,,,,,,,,,,,,,,,,,,
90-2012-0-348,10/31/12,2012,2012,East Yana,East Yana,Male,0.5,53,Yellow,Yellow,348,348,,Pasture,,,,,,,Forked,Forked,98200163694858,,,,,,,,,,,,,,,,,,,,
90-2013-0-283,11/14/13,2013,2013,East Yana,East Yana,Male,0.5,53,Red,Red,283,283,,Pasture,,,,,,,Forked,Forked,989001001238114,,,,,,,,,,,,,,,,,,,,
90-2018-0-851,11/28/18,2018,2018,East Yana,East Yana,Male,0.5,53,Yellow,Yellow,851,851,,Pasture,,,,,,,Forked,Forked,982000408564990,,,,,,,,,,,,,,,,,,,,
90-2018-0-853,11/28/18,2018,2018,East Yana,East Yana,Male,0.5,53,Yellow,Yellow,853,853,,Pasture,,,,,,,Spike,Spike,982000408563940,,,,,,,,,,,,,,,,,,,,
270-2013-0-264,11/14/13,2013,2013,West Yana,West Yana,Male,0.5,54,Red,Green,264,264,,Pasture,,,,,,,,,989001001238086,,,,,,,,,,,,,,,,,,,,
270-2013-0-272,11/14/13,2013,2013,West Yana,West Yana,Male,0.5,54,Red,Green,272,272,,Pasture,,,,,,,Forked,Forked,989001001238087,,,,,,,,,,,,,,,,,,,,
270-2014-0-441,10/29/14,2014,2014,West Yana,West Yana,Male,0.5,54,Blue,Red,441,441,,Pasture,,,,,,,Forked,Spike,982000364009102,,,,,,,,,,,,,,,,,,,,
270-2014-0-442,10/29/14,2014,2014,West Yana,West Yana,Male,0.5,54,Blue,Red,442,442,,Pasture,,,,,,,,,982000364008245,,,,,,,,,,,,,,,,,,,,
270-2015-0-547,12/9/15,2015,2015,West Yana,West Yana,Male,0.5,54,Green,Red,547,547,,Pasture,,,,,,,,,982000365011001,,,,,,,,,,,,,,,,,,,,
270-2017-0-745,12/6/17,2017,2017,West Yana,West Yana,Male,0.5,54,White,Red,745,745,,Pasture,,,,,,,,,982000419805361,,,,,,,,,,,,,,,,,,,,
270-2019-0-946,11/15/19,2019,2019,West Yana,West Yana,Male,0.5,54,Red,Black,946,946,,Pasture,,,,,,,Spike,Spike,985111000000000,,,,,,,,,,,,,,,,,,,,
