animal_id,year_cap,year_birth,age,weight,weightkg,points_total,mass_total,bcsin,bcscm,birthsite
270-2019-1-923,2020,2019,1.5,87,40,2,0,0,0,dmp
270-2018-1-835,2020,2018,2.5,128,58,6,,,0,dmp
90-2017-0-785,2020,2017,3.5,149,68,9,,,0,ey
270-2017-1-722,2020,2017,3.5,112,51,,,,0,dmp
270-2018-1-805,2020,2018,2.5,119,54,,,,0,dmp
90-2016-0-659,2020,2016,4.5,177,80,,,,0,ey
90-2019-0-977,2020,2019,1.5,132,60,,,,0,ey
270-2011-1-269,2021,2011,10.5,182,83,,,,0,dmp
270-2012-0-337,2014,2012,2.5,143,65,,,,0,wy
270-2019-1-923,2021,2019,2.5,122,55,,,,0,dmp
270-2019-1-929,2021,2019,2.5,112,51,,,,0,dmp
270-2020-1-2027,2021,2020,1.5,104,47,,,,0,dmp
270-2020-1-2041,2021,2020,1.5,85,39,,,,0,dmp
90-2007-0-049,2016,2007,9.5,206,94,9,,,0,ey
90-2008-0-040,2014,2008,6.5,227,103,8,,,0,ey
90-2015-0-562,2021,2015,6.5,229,104,10,,,0,ey
90-2020-0-2090,2021,2020,1.5,102,46,,,,0,ey
90-2020-0-2092,2021,2020,1.5,80,36,2,8,12.75,32,ey
270-2015-1-516,2016,2015,1.5,90,41,2,7.5,13.875,35,dmp
90-2008-0-039,2009,2008,1.5,116,53,1,8,15.5,39,ey
270-2015-1-508,2016,2015,1.5,89,40,2,10,16,41,dmp
270-2019-0-946,2020,2019,1.5,109,50,2,9,16.5,42,wy
270-2013-0-267,2014,2013,1.5,94,43,2,9.5,16.375,42,wy
90-2011-0-354,2012,2011,1.5,103,47,2,11,16.5,42,ey
90-2014-0-473,2015,2014,1.5,98,45,2,8,16.5,42,ey
270-2012-1-260,2013,2012,1.5,98,45,2,8.5,17.5,44,dmp
90-2007-0-039,2008,2007,1.5,119,54,2,11,17.375,44,ey
90-2020-0-2087,2021,2020,1.5,112,51,2,11,18.625,47,ey
270-2007-1-012,2008,2007,1.5,125,57,2,11,19.5,50,dmp
90-2007-0-024,2008,2007,1.5,127,58,2,14.875,19.875,50,ey
270-2007-1-057,2008,2007,1.5,95,43,2,13,20.125,51,dmp
90-2013-0-289,2014,2013,1.5,115,52,2,10.5,20.5,52,ey
270-2011-0-339,2012,2011,1.5,97,44,2,10,20.75,53,wy
270-2019-1-940,2020,2019,1.5,77,35,2,10.5,22.125,56,dmp
270-2020-1-2011,2021,2020,1.5,73,33,2,13.5,22.125,56,dmp
90-2020-0-2086,2021,2020,1.5,100,45,2,12.5,22,56,ey
270-2015-0-549,2016,2015,1.5,107,49,2,11.5,22.25,57,wy
90-2017-0-785,2018,2017,1.5,80,36,2,11.5,22.625,57,ey
90-2019-0-987,2020,2019,1.5,103,47,2,11,23.125,59,ey
270-2019-1-917,2020,2019,1.5,92,42,2,10.5,23.375,59,dmp
90-2012-0-326,2013,2012,1.5,102,46,2,11,23.25,59,ey
90-2007-0-031,2008,2007,1.5,130,59,2,11,23.5,60,ey
90-2020-0-2089,2021,2020,1.5,89,40,2,12.5,23.75,60,ey
270-2018-0-864,2019,2018,1.5,102,46,2,12,24.375,62,wy
90-2014-0-463,2015,2014,1.5,112,51,2,12,24.5,62,ey
270-2011-1-333,2012,2011,1.5,124,56,2,11.5,24.75,63,dmp
270-2010-1-025,2011,2010,1.5,110,50,2,12,25.125,64,dmp
270-2019-0-943,2020,2019,1.5,100,45,2,15,25,64,wy
90-2007-0-019,2008,2007,1.5,102,46,2,11,25.375,64,ey
270-2019-0-944,2020,2019,1.5,101,46,2,13,25.625,65,wy
90-2014-0-462,2015,2014,1.5,109,50,2,11.5,25.875,66,ey
270-2020-1-2034,2021,2020,1.5,111,50,2,15.5,26.5,67,dmp
270-2007-1-056,2008,2007,1.5,132,60,3,12.625,26.875,68,dmp
90-2013-0-281,2014,2013,1.5,103,47,2,15.5,26.625,68,ey
270-2019-1-909,2020,2019,1.5,106,48,2,14.5,27.5,70,dmp
270-2016-1-606,2017,2016,1.5,88,40,2,13,27.75,70,dmp
270-2011-0-337,2012,2011,1.5,112,51,2,12.5,28.125,71,wy
270-2014-0-446,2015,2014,1.5,109,50,2,14.5,28.5,72,wy
270-2016-1-607,2017,2016,1.5,88,40,2,14.5,28.375,72,dmp
90-2014-0-470,2015,2014,1.5,96,44,2,13.5,28.75,73,ey
270-2008-1-012,2009,2008,1.5,98,45,2,15,29.25,74,dmp
90-2019-0-978,2020,2019,1.5,119,54,2,13.75,29.25,74,ey
90-2011-0-369,2012,2011,1.5,130,59,2,12.5,29,74,ey
90-2015-0-568,2016,2015,1.5,107,49,2,13.5,29.125,74,ey
90-2016-0-669,2017,2016,1.5,105,48,2,11.5,29.25,74,ey
90-2020-0-2078,2021,2020,1.5,105,48,2,16.25,29.25,74,ey
90-2020-0-2081,2021,2020,1.5,87,40,2,13,29.25,74,ey
270-2011-1-269,2012,2011,1.5,118,54,2,12.5,29.75,76,dmp
270-2016-0-648,2017,2016,1.5,117,53,2,12,30,76,wy
90-2013-0-279,2014,2013,1.5,111,50,2,12.5,30,76,ey
270-2009-1-038,2010,2009,1.5,94,43,2,16,30.25,77,dmp
270-2015-1-522,2016,2015,1.5,111,50,2,13.5,30.25,77,dmp
270-2020-0-2095,2021,2020,1.5,82,37,2,13,30.5,77,wy
90-2014-0-457,2015,2014,1.5,120,55,3,12.25,30.125,77,ey
90-2020-0-2082,2021,2020,1.5,101,46,2,11.75,30.125,77,ey
270-2013-1-212,2014,2013,1.5,97,44,3,10.875,30.875,78,dmp
270-2016-0-675,2017,2016,1.5,95,43,2,13,30.625,78,wy
270-2012-0-335,2013,2012,1.5,97,44,2,12,31,79,wy
90-2007-0-016,2008,2007,1.5,111,50,3,13.625,31.25,79,ey
90-2019-0-981,2020,2019,1.5,101,46,3,14.5,31.625,80,ey
90-2007-0-038,2008,2007,1.5,119,54,2,13,31.625,80,ey
270-2013-0-260,2014,2013,1.5,110,50,2,15,31.75,81,wy
90-2018-0-857,2019,2018,1.5,126,57,2,14,32,81,ey
90-2018-0-861,2019,2018,1.5,108,49,3,14,31.75,81,ey
270-2016-0-653,2017,2016,1.5,96,44,3,12.75,32.125,82,wy
90-2009-0-056,2010,2009,1.5,105,48,2,17.5,32.125,82,ey
90-2013-0-278,2014,2013,1.5,118,54,2,13.5,32.125,82,ey
270-2019-1-920,2020,2019,1.5,103,47,2,15,33.25,84,dmp
270-2012-1-233,2013,2012,1.5,99,45,3,10.625,33.125,84,dmp
270-2016-0-652,2017,2016,1.5,102,46,4,12.5,33,84,wy
270-2016-1-634,2017,2016,1.5,88,40,3,13,33,84,dmp
270-2020-1-2028,2021,2020,1.5,102,46,3,15.5,33.25,84,dmp
90-2011-0-357,2012,2011,1.5,85,39,2,13,33,84,ey
90-2012-0-347,2013,2012,1.5,108,49,2,11.25,33.25,84,ey
90-2012-0-350,2013,2012,1.5,115,52,4,11.125,33.125,84,ey
90-2018-0-858,2019,2018,1.5,123,56,3,14.75,33,84,ey
270-2010-1-019,2011,2010,1.5,96,44,3,11.625,33.5,85,dmp
270-2011-0-345,2012,2011,1.5,119,54,4,9.875,33.375,85,wy
270-2013-1-227,2014,2013,1.5,94,43,4,9.875,33.375,85,dmp
270-2015-1-518,2016,2015,1.5,106,48,2,12.5,34,86,dmp
270-2007-1-006,2008,2007,1.5,125,57,2,18,34.125,87,dmp
270-2011-1-261,2012,2011,1.5,102,46,4,9.5,34.25,87,dmp
270-2012-0-153,2013,2012,1.5,107,49,5,10.625,34.375,87,wy
270-2014-1-416,2015,2014,1.5,,0,2,14,34.625,88,dmp
270-2009-1-011,2010,2009,1.5,114,52,3,12.75,35.125,89,dmp
270-2011-0-343,2012,2011,1.5,114,52,2,13.5,35.125,89,wy
270-2020-1-2001,2021,2020,1.5,98,45,2,16,35,89,dmp
90-2019-0-979,2020,2019,1.5,98,45,2,13,35.5,90,ey
270-2011-1-295,2012,2011,1.5,100,45,3,14.75,35.25,90,dmp
270-2012-1-265,2013,2012,1.5,125,57,3,11.25,35.25,90,dmp
270-2013-1-238,2014,2013,1.5,87,40,3,11.125,35.375,90,dmp
270-2016-0-673,2017,2016,1.5,86,39,2,14.5,35.375,90,wy
90-2011-0-355,2012,2011,1.5,119,54,2,15,35.375,90,ey
270-2013-0-270,2014,2013,1.5,113,51,5,13.5,36,91,wy
270-2014-0-453,2015,2014,1.5,100,45,2,12.5,35.75,91,wy
270-2017-1-707,2018,2017,1.5,90,41,2,13.5,35.75,91,dmp
90-2013-0-286,2014,2013,1.5,115,52,2,14.5,35.75,91,ey
270-2011-1-215,2012,2011,1.5,106,48,2,14.5,36.375,92,dmp
270-2019-1-907,2020,2019,1.5,104,47,2,14.5,36.25,92,dmp
270-2015-0-555,2016,2015,1.5,116,53,3,14.375,36.125,92,wy
90-2011-0-362,2012,2011,1.5,129,59,3,14,36.25,92,ey
90-2017-0-780,2018,2017,1.5,104,47,3,13,36.25,92,ey
270-2013-1-254,2014,2013,1.5,96,44,3,14.75,36.625,93,dmp
90-2007-0-040,2008,2007,1.5,151,69,2,14,36.75,93,ey
90-2010-0-101,2011,2010,1.5,97,44,4,11.375,36.5,93,ey
270-2010-1-001,2011,2010,1.5,90,41,3,12.875,36.875,94,dmp
270-2016-1-615,2017,2016,1.5,89,40,2,15,36.875,94,dmp
90-2016-0-667,2017,2016,1.5,101,46,2,13,37,94,ey
270-2008-1-019,2009,2008,1.5,115,52,3,15.75,37.5,95,dmp
270-2013-1-210,2014,2013,1.5,98,45,4,12.25,37.25,95,dmp
90-2017-0-778,2018,2017,1.5,91,41,2,13,37.5,95,ey
270-2011-1-248,2012,2011,1.5,108,49,2,14.5,37.625,96,dmp
90-2019-0-985,2020,2019,1.5,110,50,2,15,37.75,96,ey
270-2012-0-330,2013,2012,1.5,98,45,4,12.5,37.625,96,wy
270-2013-1-234,2014,2013,1.5,91,41,3,16.875,37.75,96,dmp
270-2013-0-265,2014,2013,1.5,108,49,2,15,38,97,wy
270-2010-1-028,2011,2010,1.5,121,55,2,14.5,38.625,98,dmp
270-2015-0-589,2016,2015,1.5,117,53,2,15.75,38.625,98,wy
90-2012-0-349,2013,2012,1.5,107,49,2,14.5,38.75,98,ey
90-2015-0-581,2016,2015,1.5,92,42,2,15,38.625,98,ey
90-2015-0-559,2016,2015,1.5,124,56,2,15,39.125,99,ey
270-2011-1-244,2012,2011,1.5,113,51,4,12,39.375,100,dmp
270-2016-1-632,2017,2016,1.5,96,44,4,11.875,39.25,100,dmp
270-2020-1-2020,2021,2020,1.5,96,44,4,13,39.375,100,dmp
90-2020-0-2076,2021,2020,1.5,106,48,5,12.875,39.25,100,ey
270-2015-0-557,2016,2015,1.5,97,44,3,14.25,39.75,101,wy
270-2016-1-608,2017,2016,1.5,97,44,3,14.25,39.875,101,dmp
270-2018-1-818,2019,2018,1.5,94,43,5,16,39.75,101,dmp
270-2008-1-018,2009,2008,1.5,99,45,2,17.5,40.125,102,dmp
270-2013-0-271,2020,2013,7.5,157,71,10,31.625,40.125,102,wy
270-2012-0-341,2013,2012,1.5,120,55,2,14,40,102,wy
270-2016-0-655,2017,2016,1.5,92,42,5,12.5,40.25,102,wy
90-2007-0-046,2008,2007,1.5,139,63,2,13.5,40.25,102,ey
270-2012-1-277,2013,2012,1.5,121,55,3,11.625,40.375,103,dmp
270-2017-0-748,2018,2017,1.5,95,43,4,14.25,40.5,103,wy
90-2014-0-466,2015,2014,1.5,105,48,3,14.25,40.5,103,ey
90-2015-0-572,2016,2015,1.5,109,50,3,12.75,40.375,103,ey
270-2011-0-338,2012,2011,1.5,108,49,4,11.75,40.75,104,wy
90-2019-0-986,2020,2019,1.5,93,42,3,15.5,40.75,104,ey
90-2011-0-351,2012,2011,1.5,118,54,4,12.375,41,104,ey
90-2014-0-458,2015,2014,1.5,117,53,3,16.125,41,104,ey
90-2017-0-777,2018,2017,1.5,94,43,2,13.25,41,104,ey
90-2019-0-984,2020,2019,1.5,107,49,3,15.75,41.375,105,ey
270-2013-0-266,2014,2013,1.5,110,50,3,13.625,41.5,105,wy
270-2013-1-231,2014,2013,1.5,102,46,4,15.25,41.5,105,dmp
270-2014-0-441,2015,2014,1.5,105,48,3,13.75,41.5,105,wy
270-2012-0-339,2013,2012,1.5,112,51,3,14.75,41.875,106,wy
270-2012-1-207,2013,2012,1.5,109,50,5,13.125,41.75,106,dmp
270-2016-0-676,2017,2016,1.5,97,44,4,12.75,41.625,106,wy
90-2015-0-574,2016,2015,1.5,103,47,6,11.25,41.75,106,ey
270-2014-1-403,2015,2014,1.5,87,40,5,13.75,42.25,107,dmp
270-2016-0-654,2017,2016,1.5,112,51,4,13,42.25,107,wy
270-2017-0-747,2018,2017,1.5,103,47,4,15.5,42.125,107,wy
90-2011-0-363,2012,2011,1.5,119,54,2,14.5,42,107,ey
90-2008-0-040,2009,2008,1.5,110,50,2,18.5,42.375,108,ey
90-2012-0-324,2013,2012,1.5,118,54,4,13.875,42.625,108,ey
90-2015-0-570,2016,2015,1.5,100,45,2,15,42.625,108,ey
90-2017-0-779,2018,2017,1.5,115,52,2,14.5,43,109,ey
90-2017-0-784,2018,2017,1.5,121,55,4,11,42.75,109,ey
270-2012-0-340,2013,2012,1.5,120,55,5,14.5,43.25,110,wy
270-2014-0-455,2015,2014,1.5,112,51,3,15,43.5,110,wy
90-2008-0-055,2009,2008,1.5,125,57,3,14.5,43.375,110,ey
90-2017-0-787,2018,2017,1.5,116,53,3,17.5,43.125,110,ey
270-2009-1-013,2010,2009,1.5,112,51,4,13,43.875,111,dmp
90-2016-0-659,2017,2016,1.5,110,50,3,15.875,43.875,111,ey
270-2012-0-332,2013,2012,1.5,107,49,4,14.5,44.25,112,wy
90-2007-0-048,2008,2007,1.5,140,64,2,15.5,44.25,112,ey
90-2011-0-365,2012,2011,1.5,102,46,4,14,44.25,112,ey
90-2016-0-664,2017,2016,1.5,96,44,4,14.125,44.125,112,ey
270-2014-1-438,2015,2014,1.5,101,46,4,14,44.625,113,dmp
270-2016-0-653,2019,2016,3.5,143,65,3,18.5,44.5,113,wy
90-2011-0-367,2012,2011,1.5,123,56,2,16,44.375,113,ey
270-2011-0-340,2012,2011,1.5,116,53,4,12.375,44.875,114,wy
270-2011-1-260,2012,2011,1.5,113,51,4,15,45,114,dmp
90-2009-0-063,2010,2009,1.5,122,55,5,13.25,44.875,114,ey
90-2012-0-321,2013,2012,1.5,117,53,5,12.125,44.875,114,ey
90-2014-0-468,2015,2014,1.5,103,47,4,14.625,45,114,ey
90-2018-0-853,2019,2018,1.5,123,56,2,15.5,45,114,ey
270-2008-1-011,2009,2008,1.5,99,45,5,13.875,45.75,116,dmp
270-2011-0-342,2012,2011,1.5,88,40,4,14,45.75,116,wy
270-2012-1-314,2013,2012,1.5,104,47,5,14.375,45.625,116,dmp
90-2017-0-782,2018,2017,1.5,119,54,3,14.25,45.625,116,ey
270-2010-1-014,2011,2010,1.5,104,47,3,13.75,46.125,117,dmp
270-2011-1-268,2012,2011,1.5,115,52,4,11.625,46,117,dmp
270-2014-0-451,2015,2014,1.5,112,51,6,13.25,46,117,wy
270-2017-0-744,2018,2017,1.5,82,37,4,14.25,46.125,117,wy
270-2018-1-802,2019,2018,1.5,103,47,4,16.375,45.875,117,dmp
90-2007-0-032,2008,2007,1.5,136,62,4,15.5,46,117,ey
90-2009-0-068,2010,2009,1.5,115,52,4,12.125,45.875,117,ey
90-2012-0-328,2013,2012,1.5,108,49,2,14,46.125,117,ey
90-2015-0-579,2016,2015,1.5,110,50,4,13.625,46,117,ey
90-2018-0-854,2019,2018,1.5,115,52,6,16.125,46.25,117,ey
270-2013-0-271,2014,2013,1.5,102,46,4,14.125,46.625,118,wy
270-2014-0-444,2015,2014,1.5,93,42,4,13.25,46.625,118,wy
270-2016-1-619,2017,2016,1.5,96,44,4,15,46.375,118,dmp
270-2020-1-2009,2021,2020,1.5,99,45,4,15,46.625,118,dmp
270-2010-1-023,2011,2010,1.5,94,43,5,13,47,119,dmp
270-2012-1-248,2013,2012,1.5,116,53,4,13.25,46.75,119,dmp
270-2013-1-256,2014,2013,1.5,107,49,5,14.5,46.875,119,dmp
270-2014-0-447,2015,2014,1.5,98,45,5,14,46.875,119,wy
270-2016-0-651,2017,2016,1.5,82,37,5,14.25,47,119,wy
90-2012-0-329,2013,2012,1.5,131,60,4,16,46.75,119,ey
90-2016-0-661,2017,2016,1.5,103,47,6,12.25,47,119,ey
90-2018-0-860,2019,2018,1.5,96,44,3,16.5,46.75,119,ey
90-2020-0-2091,2021,2020,1.5,104,47,5,16.125,47,119,ey
270-2012-0-334,2013,2012,1.5,127,58,3,14.5,47.25,120,wy
270-2014-1-407,2015,2014,1.5,89,40,5,13.5,47.125,120,dmp
270-2018-1-822,2019,2018,1.5,108,49,4,15,47.25,120,dmp
90-2009-0-064,2010,2009,1.5,126,57,5,15.875,47.125,120,ey
90-2015-0-576,2016,2015,1.5,115,52,4,14,47.25,120,ey
90-2016-0-658,2017,2016,1.5,116,53,5,13.625,47.25,120,ey
90-2020-0-2079,2021,2020,1.5,102,46,4,14.25,47.125,120,ey
270-2007-1-053,2008,2007,1.5,136,62,4,13.25,47.625,121,dmp
270-2011-1-242,2012,2011,1.5,121,55,2,16.5,47.75,121,dmp
90-2014-0-469,2015,2014,1.5,99,45,5,15.125,47.625,121,ey
270-2012-0-343,2013,2012,1.5,124,56,4,15.25,48.125,122,wy
270-2015-1-507,2016,2015,1.5,103,47,5,13.375,47.875,122,dmp
270-2018-1-815,2019,2018,1.5,116,53,4,15.5,47.875,122,dmp
90-2008-0-054,2009,2008,1.5,121,55,4,13.875,48,122,ey
90-2014-0-464,2015,2014,1.5,121,55,6,14.25,47.875,122,ey
90-2015-0-564,2016,2015,1.5,146,66,4,12.625,47.875,122,ey
270-2009-1-024,2010,2009,1.5,121,55,5,15,48.5,123,dmp
270-2012-0-337,2013,2012,1.5,106,48,4,14,48.5,123,wy
270-2012-0-345,2013,2012,1.5,110,50,4,15.75,48.375,123,wy
90-2014-0-456,2015,2014,1.5,106,48,5,15.625,48.5,123,ey
270-2011-1-250,2012,2011,1.5,125,57,4,13.375,48.875,124,dmp
90-2019-0-983,2020,2019,1.5,106,48,5,14.5,49,124,ey
270-2012-0-338,2013,2012,1.5,117,53,4,12.75,48.875,124,wy
270-2014-1-411,2015,2014,1.5,95,43,4,14.75,48.75,124,dmp
90-2012-0-348,2013,2012,1.5,126,57,5,15.125,48.625,124,ey
90-2013-0-275,2014,2013,1.5,102,46,6,14.25,49,124,ey
90-2015-0-562,2016,2015,1.5,107,49,3,17.25,49,124,ey
90-2018-0-851,2019,2018,1.5,119,54,6,14.625,48.625,124,ey
270-2008-1-022,2009,2008,1.5,108,49,6,15.5,49.25,125,dmp
90-2019-0-982,2020,2019,1.5,117,53,4,15.125,49.25,125,ey
90-2015-0-569,2016,2015,1.5,98,45,5,13.625,49.125,125,ey
90-2019-0-975,2020,2019,1.5,113,51,4,18.5,49.75,126,ey
90-2008-0-059,2009,2008,1.5,115,52,3,16.5,49.75,126,ey
90-2009-0-057,2010,2009,1.5,123,56,6,13.625,49.75,126,ey
90-2009-0-054,2010,2009,1.5,113,51,6,15.5,50,127,ey
90-2014-0-460,2015,2014,1.5,108,49,4,16,50,127,ey
270-2010-1-004,2011,2010,1.5,99,45,5,15.375,50.25,128,dmp
270-2010-1-039,2011,2010,1.5,104,47,4,15.375,50.5,128,dmp
90-2008-0-052,2009,2008,1.5,113,51,4,15.125,50.375,128,ey
90-2011-0-360,2012,2011,1.5,104,47,5,12.75,50.25,128,ey
90-2016-0-670,2017,2016,1.5,110,50,5,14.625,50.25,128,ey
90-2017-0-783,2018,2017,1.5,102,46,4,14.75,50.375,128,ey
270-2008-1-014,2009,2008,1.5,116,53,5,16.25,50.875,129,dmp
270-2009-1-002,2010,2009,1.5,124,56,4,15.5,50.875,129,dmp
270-2011-1-322,2012,2011,1.5,102,46,6,15.625,50.875,129,dmp
90-2008-0-056,2009,2008,1.5,116,53,3,17,50.75,129,ey
90-2011-0-368,2012,2011,1.5,114,52,6,14.625,50.875,129,ey
90-2013-0-288,2014,2013,1.5,111,50,6,14.5,50.75,129,ey
90-2014-0-474,2015,2014,1.5,106,48,6,15.375,50.625,129,ey
90-2020-0-2080,2021,2020,1.5,116,53,4,15.5,50.625,129,ey
270-2010-1-027,2011,2010,1.5,116,53,6,16.125,51.375,130,dmp
270-2012-1-263,2013,2012,1.5,127,58,6,14.625,51.125,130,dmp
270-2013-0-263,2015,2013,2.5,136,62,6,15,51.375,130,wy
270-2007-1-061,2008,2007,1.5,111,50,5,13.875,51.5,131,dmp
270-2012-0-344,2013,2012,1.5,109,50,5,14,51.75,131,wy
270-2015-0-553,2016,2015,1.5,116,53,5,13.75,51.5,131,wy
90-2011-0-357,2013,2011,2.5,128,58,5,13.625,51.625,131,ey
270-2008-1-008,2009,2008,1.5,89,40,3,19.25,52,132,dmp
270-2008-1-013,2009,2008,1.5,116,53,4,16.125,51.875,132,dmp
270-2016-1-622,2017,2016,1.5,79,36,5,14.375,52,132,dmp
90-2017-0-776,2018,2017,1.5,102,46,5,14.25,52.125,132,ey
270-2010-1-005,2011,2010,1.5,108,49,6,16.125,52.5,133,dmp
270-2012-1-278,2013,2012,1.5,119,54,8,14.875,52.5,133,dmp
270-2012-0-331,2013,2012,1.5,119,54,3,16.25,52.75,134,wy
270-2010-1-006,2011,2010,1.5,101,46,4,15.625,53,135,dmp
90-2018-0-859,2019,2018,1.5,123,56,3,15.25,53.25,135,ey
270-2007-1-058,2008,2007,1.5,122,55,6,19.125,53.5,136,dmp
270-2007-1-066,2008,2007,1.5,108,49,5,16.75,53.875,137,dmp
90-2008-0-032,2009,2008,1.5,125,57,5,16.625,54,137,ey
90-2009-0-059,2010,2009,1.5,123,56,6,16.625,53.875,137,ey
90-2014-0-459,2016,2014,2.5,140,64,4,16.625,54,137,ey
270-2007-1-011,2009,2007,2.5,165,75,5,16.625,54.25,138,dmp
270-2014-0-448,2015,2014,1.5,111,50,5,15,54.375,138,wy
90-2013-0-283,2014,2013,1.5,128,58,5,16.25,54.5,138,ey
90-2015-0-566,2016,2015,1.5,113,51,6,15.5,54.375,138,ey
270-2016-1-642,2017,2016,1.5,93,42,5,15.875,54.75,139,dmp
90-2008-0-041,2009,2008,1.5,111,50,7,15.25,55.5,141,ey
90-2014-0-473,2016,2014,2.5,118,54,7,15.25,55.5,141,ey
270-2017-1-717,2018,2017,1.5,97,44,3,15.75,56,142,dmp
270-2018-0-862,2019,2018,1.5,102,46,6,16.875,55.875,142,wy
270-2018-1-805,2019,2018,1.5,92,42,6,15.875,56,142,dmp
90-2013-0-292,2014,2013,1.5,103,47,6,14.75,56,142,ey
270-2010-1-009,2011,2010,1.5,101,46,6,16.375,56.625,144,dmp
270-2019-1-927,2020,2019,1.5,98,45,8,16.625,56.75,144,dmp
270-2018-1-832,2019,2018,1.5,106,48,7,15.875,56.75,144,dmp
90-2011-0-358,2012,2011,1.5,119,54,6,16.125,56.625,144,ey
270-2013-1-239,2014,2013,1.5,100,45,6,16.875,57.125,145,dmp
270-2014-0-454,2015,2014,1.5,110,50,5,16.125,57.125,145,wy
90-2009-0-066,2010,2009,1.5,137,62,7,16.25,57.125,145,ey
90-2013-0-287,2014,2013,1.5,110,50,5,15.5,57,145,ey
270-2012-1-224,2013,2012,1.5,124,56,7,15.25,57.375,146,dmp
270-2015-0-583,2016,2015,1.5,101,46,6,17.25,57.375,146,wy
90-2007-0-036,2008,2007,1.5,150,68,7,16.875,57.375,146,ey
90-2008-0-042,2009,2008,1.5,121,55,5,16.875,57.5,146,ey
90-2019-0-976,2021,2019,2.5,112,51,4,17.5,57.375,146,ey
270-2013-1-204,2014,2013,1.5,110,50,7,17.25,58,147,dmp
270-2015-0-551,2016,2015,1.5,100,45,8,14.75,57.875,147,wy
90-2016-0-666,2017,2016,1.5,111,50,6,16.625,57.75,147,ey
270-2009-1-009,2010,2009,1.5,119,54,6,16.625,58.375,148,dmp
270-2017-0-745,2019,2017,2.5,144,65,5,16.625,58.25,148,wy
270-2012-0-333,2013,2012,1.5,115,52,7,13.75,58.5,149,wy
270-2010-1-038,2011,2010,1.5,105,48,7,16.5,59,150,dmp
270-2012-1-237,2013,2012,1.5,105,48,4,15,59,150,dmp
270-2019-1-917,2021,2019,2.5,117,53,5,15.5,58.875,150,dmp
90-2011-0-352,2012,2011,1.5,99,45,6,14.75,59.125,150,ey
90-2013-0-278,2015,2013,2.5,150,68,8,21,59.25,150,ey
90-2015-0-571,2017,2015,2.5,129,59,4,18,59.125,150,ey
270-2013-0-272,2014,2013,1.5,120,55,6,17.375,59.5,151,wy
90-2015-0-563,2016,2015,1.5,116,53,6,17,59.5,151,ey
90-2020-0-2084,2021,2020,1.5,109,50,6,15.125,59.375,151,ey
90-2009-0-058,2010,2009,1.5,126,57,4,18,59.875,152,ey
270-2010-1-003,2011,2010,1.5,102,46,8,16.25,60.125,153,dmp
270-2010-1-086,2011,2010,1.5,108,49,6,17.375,60.25,153,dmp
90-2008-0-057,2009,2008,1.5,121,55,7,14.625,60.125,153,ey
90-2010-0-103,2011,2010,1.5,104,47,6,16.25,60.375,153,ey
270-2015-0-549,2017,2015,2.5,130,59,6,17.875,60.625,154,wy
270-2009-1-033,2010,2009,1.5,112,51,8,15.375,61.5,156,dmp
270-2013-1-205,2014,2013,1.5,116,53,6,15.875,61.25,156,dmp
90-2008-0-034,2009,2008,1.5,132,60,8,14.375,61.25,156,ey
270-2013-0-261,2014,2013,1.5,108,49,8,16.75,61.875,157,wy
90-2008-0-037,2009,2008,1.5,129,59,7,17,62,157,ey
90-2010-0-114,2011,2010,1.5,107,49,8,16.75,61.625,157,ey
270-2010-1-013,2011,2010,1.5,109,50,7,17.5,62.125,158,dmp
270-2012-0-342,2013,2012,1.5,106,48,8,16,62.375,158,wy
270-2012-1-231,2013,2012,1.5,126,57,8,15.875,62.25,158,dmp
270-2013-0-268,2014,2013,1.5,126,57,6,16.125,62.375,158,wy
90-2010-0-113,2011,2010,1.5,107,49,5,16.625,62.375,158,ey
90-2012-0-346,2013,2012,1.5,121,55,8,15.125,62.25,158,ey
90-2019-0-980,2020,2019,1.5,104,47,6,17.125,62.75,159,ey
270-2019-1-905,2021,2019,2.5,137,62,7,18.125,62.625,159,dmp
90-2011-0-356,2012,2011,1.5,116,53,6,15.5,62.75,159,ey
90-2012-0-319,2013,2012,1.5,115,52,8,15.625,62.75,159,ey
90-2014-0-465,2015,2014,1.5,109,50,7,14.75,62.5,159,ey
270-2012-1-236,2013,2012,1.5,119,54,7,15,63.125,160,dmp
90-2014-0-470,2016,2014,2.5,112,51,6,18.625,63.875,162,ey
270-2011-0-344,2012,2011,1.5,116,53,6,15.625,64.125,163,wy
270-2017-1-703,2019,2017,2.5,102,46,4,17,64,163,dmp
270-2019-0-943,2021,2019,2.5,136,62,7,18.5,64,163,wy
90-2009-0-067,2010,2009,1.5,132,60,6,18.125,64,163,ey
270-2007-1-051,2008,2007,1.5,134,61,6,17.25,64.375,164,dmp
270-2014-0-450,2016,2014,2.5,117,53,6,18.125,64.5,164,wy
90-2013-0-280,2014,2013,1.5,138,63,8,17.375,64.375,164,ey
90-2018-0-852,2019,2018,1.5,115,52,7,16,64.75,164,ey
270-2008-1-017,2009,2008,1.5,119,54,7,16.25,65,165,dmp
270-2015-1-524,2017,2015,2.5,121,55,6,16.375,65.375,166,dmp
90-2012-0-001,2014,2012,2.5,133,60,7,16.5,65.5,166,ey
270-2009-1-010,2010,2009,1.5,123,56,8,16.375,65.75,167,dmp
270-2013-0-264,2015,2013,2.5,134,61,6,18.75,65.75,167,wy
