year,pasture,sex,dressed_weight,live_weight,age,
2006,W. Yana,,70,91,4.5,
2006,W. Yana,,30,39,0.5,
2006,W. Yana,,80,104,3.5,
2006,W. Yana,,85,110,3.5,
2006,W. Yana,,25,32,0.5,
2006,W. Yana,,80,104,2.5,
2006,W. Yana,,70,91,2.5,
2006,W. Yana,,100,130,6.5,
2006,S.E. Toro,,75,97,5.5,
2006,W. Toro,,99,129,2.5,
2006,W. Toro,,113,147,3.5,
2006,W. Toro,,91,118,2.5,
2006,W. Toro,,104,135,2.5,
2006,W. Toro,,106,138,5.5,
2006,S.E. Toro,,85,110,6.5,
2006,S.E. Toro,,70,91,2.5,
2006,S.E. Toro,,70,91,8.5,
2006,S.E. Toro,,85,110,8.5+,
2006,S.E. Toro,,80,104,5.5,
2006,W. Yana,,85,110,3.5,
2006,S.E. Toro,,65,84,8.5,
2006,S.E. Toro,,68,88,1.5,
2006,Yana,,75,97,1.5,
2006,Yana,,75,97,1.5,
2006,Yana,,75,97,1.5,
2006,Yana,,70,91,1.5,
2006,E. Yana,,75,97,1.5,
2006,E. Yana,,85,110,1.5,
2006,E. Yana,,70,91,1.5,
2006,S.E. Toro,,65,84,1.5,
2006,E. Yana,,60,78,1.5,
2006,E. Yana,,60,78,1.5,
2006,S.E. Toro,,50,65,1.5,
2006,W. Yana,,60,78,1.5,
2006,W. Toro,,98,127,1.5,
2006,S.E. Toro,,65,84,1.5,
2006,W. Yana,,65,84,1.5,
2006,S.E. Toro,,50,65,1.5,
2006,S.E. Toro,,50,65,1.5,
2007,S.E. Toro,,110,143,1.5,
2007,E. Yana,,65,84,1.5,
2007,E. Yana,,70,91,1.5,
2007,E. Yana,,70,91,5.5,
2007,E. Yana,,75,97,2.5,
2007,E. Yana,,85,110,3.5,
2007,E. Yana,,65,84,4.5,
2008,Yana,,90,117,5.5,
2009,W. Toro,,73,95,3.5,
